REF_DATE;GEO;DGUID;Custodial and community supervision;UOM;UOM_ID;SCALAR_FACTOR;SCALAR_ID;VECTOR;COORDINATE;VALUE;STATUS;SYMBOL;TERMINATED;DECIMALS
1995/1996;Quebec;2016A000224;Probation, community supervision;Persons;249;units;0;v21536855;6.8;9520.0;;;;1
1995/1996;Quebec;2016A000224;Conditional sentence, community supervision;Persons;249;units;0;v21536856;6.9;;..;;;1
1995/1996;Quebec;2016A000224;Provincial parole, community supervision;Persons;249;units;0;v21536857;6.10;1918.0;;;;1
1995/1996;Quebec;2016A000224;Probation rates per 100,000 adults;Rate;257;units;0;v21536858;6.11;172.17;;;;2
1995/1996;Ontario;2016A000235;Total actual-in count;Persons;249;units;0;v21536859;7.1;7356.0;;;;1
1995/1996;Ontario;2016A000235;Sentenced, actual-in count;Persons;249;units;0;v21536860;7.2;4690.0;;;;1
1995/1996;Ontario;2016A000235;Remand, actual-in count;Persons;249;units;0;v21536861;7.3;2465.0;;;;1
1995/1996;Ontario;2016A000235;Other statuses, actual-in count;Persons;249;units;0;v21536862;7.4;201.0;;;;1
1995/1996;Ontario;2016A000235;On-register count;Persons;249;units;0;v21536863;7.5;8612.0;;;;1
1995/1996;Ontario;2016A000235;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536864;7.6;88.66;;;;2
1995/1996;Ontario;2016A000235;Total community supervision count;Persons;249;units;0;v21536865;7.7;50794.0;;;;1
1995/1996;Ontario;2016A000235;Probation, community supervision;Persons;249;units;0;v21536866;7.8;49783.0;;;;1
1995/1996;Ontario;2016A000235;Conditional sentence, community supervision;Persons;249;units;0;v21536867;7.9;;..;;;1
1995/1996;Ontario;2016A000235;Provincial parole, community supervision;Persons;249;units;0;v21536868;7.10;1011.0;;;;1
1995/1996;Ontario;2016A000235;Probation rates per 100,000 adults;Rate;257;units;0;v21536869;7.11;599.99;;;;2
1995/1996;Manitoba;2016A000246;Total actual-in count;Persons;249;units;0;v21536870;8.1;972.0;;;;1
1995/1996;Manitoba;2016A000246;Sentenced, actual-in count;Persons;249;units;0;v21536871;8.2;696.0;;;;1
1995/1996;Manitoba;2016A000246;Remand, actual-in count;Persons;249;units;0;v21536872;8.3;272.0;;;;1
1995/1996;Manitoba;2016A000246;Other statuses, actual-in count;Persons;249;units;0;v21536873;8.4;4.0;;;;1
1995/1996;Manitoba;2016A000246;On-register count;Persons;249;units;0;v21536874;8.5;1278.0;;;;1
1995/1996;Manitoba;2016A000246;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536875;8.6;116.38;;;;2
1995/1996;Manitoba;2016A000246;Total community supervision count;Persons;249;units;0;v21536876;8.7;5361.0;;;;1
1995/1996;Manitoba;2016A000246;Probation, community supervision;Persons;249;units;0;v21536877;8.8;5361.0;;;;1
1995/1996;Manitoba;2016A000246;Conditional sentence, community supervision;Persons;249;units;0;v21536878;8.9;;..;;;1
1995/1996;Manitoba;2016A000246;Probation rates per 100,000 adults;Rate;257;units;0;v21536879;8.11;641.89;;;;2
1995/1996;Saskatchewan;2016A000247;Total actual-in count;Persons;249;units;0;v21536880;9.1;1267.0;;;;1
1995/1996;Saskatchewan;2016A000247;Sentenced, actual-in count;Persons;249;units;0;v21536881;9.2;1088.0;;;;1
1995/1996;Saskatchewan;2016A000247;Remand, actual-in count;Persons;249;units;0;v21536882;9.3;179.0;;;;1
1995/1996;Saskatchewan;2016A000247;On-register count;Persons;249;units;0;v21536884;9.5;1507.0;;;;1
1995/1996;Saskatchewan;2016A000247;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536885;9.6;172.97;;;;2
1995/1996;Saskatchewan;2016A000247;Total community supervision count;Persons;249;units;0;v21536886;9.7;3500.0;;;;1
1995/1996;Saskatchewan;2016A000247;Probation, community supervision;Persons;249;units;0;v21536887;9.8;3500.0;;;;1
1995/1996;Saskatchewan;2016A000247;Conditional sentence, community supervision;Persons;249;units;0;v21536888;9.9;;..;;;1
1995/1996;Saskatchewan;2016A000247;Probation rates per 100,000 adults;Rate;257;units;0;v21536889;9.11;477.82;;;;2
1995/1996;Alberta;2016A000248;Total actual-in count;Persons;249;units;0;v21536890;10.1;2550.0;;;;1
1995/1996;Alberta;2016A000248;Sentenced, actual-in count;Persons;249;units;0;v21536891;10.2;2084.0;;;;1
1995/1996;Alberta;2016A000248;Remand, actual-in count;Persons;249;units;0;v21536892;10.3;466.0;;;;1
1995/1996;Alberta;2016A000248;On-register count;Persons;249;units;0;v21536894;10.5;3551.0;;;;1
1995/1996;Alberta;2016A000248;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536895;10.6;127.99;;;;2
1995/1996;Alberta;2016A000248;Total community supervision count;Persons;249;units;0;v21536896;10.7;7657.0;;;;1
1995/1996;Alberta;2016A000248;Probation, community supervision;Persons;249;units;0;v21536897;10.8;7657.0;;;;1
1995/1996;Alberta;2016A000248;Conditional sentence, community supervision;Persons;249;units;0;v21536898;10.9;;..;;;1
1995/1996;Alberta;2016A000248;Probation rates per 100,000 adults;Rate;257;units;0;v21536899;10.11;384.32;;;;2
1995/1996;British Columbia;2016A000259;Total actual-in count;Persons;249;units;0;v21536900;11.1;2434.0;;;;1
1995/1996;British Columbia;2016A000259;Sentenced, actual-in count;Persons;249;units;0;v21536901;11.2;1933.0;;;;1
1995/1996;British Columbia;2016A000259;Remand, actual-in count;Persons;249;units;0;v21536902;11.3;501.0;;;;1
1995/1996;British Columbia;2016A000259;Other statuses, actual-in count;Persons;249;units;0;v21536903;11.4;;..;;;1
1995/1996;British Columbia;2016A000259;On-register count;Persons;249;units;0;v21536904;11.5;;..;;;1
1995/1996;British Columbia;2016A000259;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536905;11.6;84.26;;;;2
1995/1996;British Columbia;2016A000259;Total community supervision count;Persons;249;units;0;v21536906;11.7;14941.0;;;;1
1995/1996;British Columbia;2016A000259;Probation, community supervision;Persons;249;units;0;v21536907;11.8;14648.0;;;;1
1995/1996;British Columbia;2016A000259;Conditional sentence, community supervision;Persons;249;units;0;v21536908;11.9;;..;;;1
1995/1996;British Columbia;2016A000259;Provincial parole, community supervision;Persons;249;units;0;v21536909;11.10;293.0;;;;1
1995/1996;British Columbia;2016A000259;Probation rates per 100,000 adults;Rate;257;units;0;v21536910;11.11;507.10;;;;2
1995/1996;Yukon;2016A000260;Total actual-in count;Persons;249;units;0;v21536911;12.1;84.3;;;;1
1995/1996;Yukon;2016A000260;Sentenced, actual-in count;Persons;249;units;0;v21536912;12.2;63.3;;;;1
1995/1996;Yukon;2016A000260;Remand, actual-in count;Persons;249;units;0;v21536913;12.3;21.0;;;;1
1995/1996;Yukon;2016A000260;Other statuses, actual-in count;Persons;249;units;0;v21536914;12.4;;..;;;1
1995/1996;Yukon;2016A000260;On-register count;Persons;249;units;0;v21536915;12.5;85.0;;;;1
1995/1996;Yukon;2016A000260;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536916;12.6;386.38;;;;2
1995/1996;Yukon;2016A000260;Total community supervision count;Persons;249;units;0;v21536917;12.7;433.0;;;;1
1995/1996;Yukon;2016A000260;Probation, community supervision;Persons;249;units;0;v21536918;12.8;433.0;;;;1
1995/1996;Yukon;2016A000260;Conditional sentence, community supervision;Persons;249;units;0;v21536919;12.9;;..;;;1
1995/1996;Yukon;2016A000260;Probation rates per 100,000 adults;Rate;257;units;0;v21536920;12.11;1985.33;;;;2
1995/1996;Northwest Territories including Nunavut;;Total actual-in count;Persons;249;units;0;v21536921;13.1;317.0;;;t;1
1995/1996;Northwest Territories including Nunavut;;Sentenced, actual-in count;Persons;249;units;0;v21536922;13.2;278.0;;;t;1
1995/1996;Northwest Territories including Nunavut;;Remand, actual-in count;Persons;249;units;0;v21536923;13.3;39.0;;;t;1
1995/1996;Northwest Territories including Nunavut;;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536926;13.6;757.49;;;t;2
1995/1996;Northwest Territories including Nunavut;;Total community supervision count;Persons;249;units;0;v21536927;13.7;951.0;;;t;1
1995/1996;Northwest Territories including Nunavut;;Probation, community supervision;Persons;249;units;0;v21536928;13.8;951.0;;;t;1
1995/1996;Northwest Territories including Nunavut;;Probation rates per 100,000 adults;Rate;257;units;0;v21536929;13.11;2272.46;;;t;2
1995/1996;Northwest Territories;2016A000261;Total actual-in count;Persons;249;units;0;v21536930;14.1;;..;;;1
1995/1996;Northwest Territories;2016A000261;Sentenced, actual-in count;Persons;249;units;0;v21536931;14.2;;..;;;1
1995/1996;Northwest Territories;2016A000261;Remand, actual-in count;Persons;249;units;0;v21536932;14.3;;..;;;1
1995/1996;Northwest Territories;2016A000261;Other statuses, actual-in count;Persons;249;units;0;v44182208;14.4;;..;;;1
1995/1996;Northwest Territories;2016A000261;On-register count;Persons;249;units;0;v42133461;14.5;;..;;;1
1995/1996;Northwest Territories;2016A000261;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536935;14.6;;..;;;2
1995/1996;Northwest Territories;2016A000261;Total community supervision count;Persons;249;units;0;v52265497;14.7;;..;;;1
1995/1996;Northwest Territories;2016A000261;Probation, community supervision;Persons;249;units;0;v52265498;14.8;;..;;;1
1995/1996;Northwest Territories;2016A000261;Conditional sentence, community supervision;Persons;249;units;0;v52265499;14.9;;..;;;1
1995/1996;Northwest Territories;2016A000261;Probation rates per 100,000 adults;Rate;257;units;0;v52265501;14.11;;..;;;2
1995/1996;Nunavut;2016A000262;Total actual-in count;Persons;249;units;0;v21536936;15.1;;..;;;1
1995/1996;Nunavut;2016A000262;Sentenced, actual-in count;Persons;249;units;0;v21536937;15.2;;..;;;1
1995/1996;Nunavut;2016A000262;Remand, actual-in count;Persons;249;units;0;v21536938;15.3;;..;;;1
1995/1996;Nunavut;2016A000262;Other statuses, actual-in count;Persons;249;units;0;v21536939;15.4;;..;;;1
1995/1996;Nunavut;2016A000262;On-register count;Persons;249;units;0;v21536940;15.5;;..;;;1
1995/1996;Nunavut;2016A000262;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536941;15.6;;..;;;2
1995/1996;Nunavut;2016A000262;Total community supervision count;Persons;249;units;0;v41443553;15.7;;..;;;1
1995/1996;Nunavut;2016A000262;Probation, community supervision;Persons;249;units;0;v41443554;15.8;;..;;;1
1995/1996;Nunavut;2016A000262;Conditional sentence, community supervision;Persons;249;units;0;v41443555;15.9;;..;;;1
1995/1996;Nunavut;2016A000262;Probation rates per 100,000 adults;Rate;257;units;0;v41443556;15.11;;..;;;2
1996/1997;Provinces and Territories;2016A000011124;Total actual-in count;Persons;249;units;0;v21536797;1.1;19524.9;;;;1
1996/1997;Provinces and Territories;2016A000011124;Sentenced, actual-in count;Persons;249;units;0;v21536798;1.2;13523.1;;;;1
1996/1997;Provinces and Territories;2016A000011124;Remand, actual-in count;Persons;249;units;0;v21536799;1.3;5734.1;;;;1
1996/1997;Provinces and Territories;2016A000011124;Other statuses, actual-in count;Persons;249;units;0;v21536800;1.4;267.7;;;;1
1996/1997;Provinces and Territories;2016A000011124;On-register count;Persons;249;units;0;v21536801;1.5;22104.0;;;;1
1996/1997;Provinces and Territories;2016A000011124;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536802;1.6;87.12;;;;2
1996/1997;Provinces and Territories;2016A000011124;Total community supervision count;Persons;249;units;0;v21536803;1.7;110163.3;;;;1
1996/1997;Provinces and Territories;2016A000011124;Probation, community supervision;Persons;249;units;0;v21536804;1.8;103630.0;;;;1
1996/1997;Provinces and Territories;2016A000011124;Conditional sentence, community supervision;Persons;249;units;0;v21536805;1.9;3387.3;;;;1
1996/1997;Provinces and Territories;2016A000011124;Provincial parole, community supervision;Persons;249;units;0;v21536806;1.10;3146.0;;;;1
1996/1997;Provinces and Territories;2016A000011124;Probation rates per 100,000 adults;Rate;257;units;0;v21536807;1.11;462.37;;;;2
1996/1997;Newfoundland and Labrador;2016A000210;Total actual-in count;Persons;249;units;0;v21536808;2.1;312.8;;;;1
1996/1997;Newfoundland and Labrador;2016A000210;Sentenced, actual-in count;Persons;249;units;0;v21536809;2.2;274.8;;;;1
1996/1997;Newfoundland and Labrador;2016A000210;Remand, actual-in count;Persons;249;units;0;v21536810;2.3;32.0;;;;1
1996/1997;Newfoundland and Labrador;2016A000210;Other statuses, actual-in count;Persons;249;units;0;v21536811;2.4;6.0;;;;1
1996/1997;Newfoundland and Labrador;2016A000210;On-register count;Persons;249;units;0;v21536812;2.5;371.0;;;;1
1996/1997;Newfoundland and Labrador;2016A000210;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536813;2.6;74.02;;;;2
1996/1997;Newfoundland and Labrador;2016A000210;Total community supervision count;Persons;249;units;0;v21536814;2.7;2318.0;;;;1
1996/1997;Newfoundland and Labrador;2016A000210;Probation, community supervision;Persons;249;units;0;v21536815;2.8;2264.0;;;;1
1996/1997;Newfoundland and Labrador;2016A000210;Conditional sentence, community supervision;Persons;249;units;0;v21536816;2.9;54.0;;;;1
1996/1997;Newfoundland and Labrador;2016A000210;Probation rates per 100,000 adults;Rate;257;units;0;v21536817;2.11;535.73;;;;2
1996/1997;Prince Edward Island;2016A000211;Total actual-in count;Persons;249;units;0;v21536818;3.1;89.8;;;;1
1996/1997;Prince Edward Island;2016A000211;Sentenced, actual-in count;Persons;249;units;0;v21536819;3.2;71.2;;;;1
1996/1997;Prince Edward Island;2016A000211;Remand, actual-in count;Persons;249;units;0;v21536820;3.3;13.0;;;;1
1996/1997;Prince Edward Island;2016A000211;Other statuses, actual-in count;Persons;249;units;0;v21536821;3.4;5.6;;;;1
1996/1997;Prince Edward Island;2016A000211;On-register count;Persons;249;units;0;v21536822;3.5;92.0;;;;1
1996/1997;Prince Edward Island;2016A000211;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536823;3.6;89.41;;;;2
1996/1997;Prince Edward Island;2016A000211;Total community supervision count;Persons;249;units;0;v21536824;3.7;686.0;;;;1
1996/1997;Prince Edward Island;2016A000211;Probation, community supervision;Persons;249;units;0;v21536825;3.8;682.0;;;;1
1996/1997;Prince Edward Island;2016A000211;Conditional sentence, community supervision;Persons;249;units;0;v21536826;3.9;4.0;;;;1
1996/1997;Prince Edward Island;2016A000211;Probation rates per 100,000 adults;Rate;257;units;0;v21536827;3.11;678.98;;;;2
1996/1997;Nova Scotia;2016A000212;Total actual-in count;Persons;249;units;0;v21536828;4.1;404.5;;;;1
1996/1997;Nova Scotia;2016A000212;Sentenced, actual-in count;Persons;249;units;0;v21536829;4.2;317.9;;;;1
1996/1997;Nova Scotia;2016A000212;Remand, actual-in count;Persons;249;units;0;v21536830;4.3;78.5;;;;1
1996/1997;Nova Scotia;2016A000212;Other statuses, actual-in count;Persons;249;units;0;v21536831;4.4;8.1;;;;1
1996/1997;Nova Scotia;2016A000212;On-register count;Persons;249;units;0;v21536832;4.5;492.0;;;;1
1996/1997;Nova Scotia;2016A000212;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536833;4.6;56.86;;;;2
1996/1997;Nova Scotia;2016A000212;Total community supervision count;Persons;249;units;0;v21536834;4.7;4410.0;;;;1
1996/1997;Nova Scotia;2016A000212;Probation, community supervision;Persons;249;units;0;v21536835;4.8;4410.0;;;;1
1996/1997;Nova Scotia;2016A000212;Conditional sentence, community supervision;Persons;249;units;0;v21536836;4.9;;..;;;1
1996/1997;Nova Scotia;2016A000212;Probation rates per 100,000 adults;Rate;257;units;0;v21536837;4.11;619.96;;;;2
1996/1997;New Brunswick;2016A000213;Total actual-in count;Persons;249;units;0;v21536838;5.1;400.0;;;;1
1996/1997;New Brunswick;2016A000213;Sentenced, actual-in count;Persons;249;units;0;v21536839;5.2;339.0;;;;1
1996/1997;New Brunswick;2016A000213;Remand, actual-in count;Persons;249;units;0;v21536840;5.3;54.0;;;;1
1996/1997;New Brunswick;2016A000213;Other statuses, actual-in count;Persons;249;units;0;v21536841;5.4;7.0;;;;1
1996/1997;New Brunswick;2016A000213;On-register count;Persons;249;units;0;v21536842;5.5;492.0;;;;1
1996/1997;New Brunswick;2016A000213;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536843;5.6;69.56;;;;2
1996/1997;New Brunswick;2016A000213;Total community supervision count;Persons;249;units;0;v21536844;5.7;2744.0;;;;1
1996/1997;New Brunswick;2016A000213;Probation, community supervision;Persons;249;units;0;v21536845;5.8;2696.0;;;;1
1996/1997;New Brunswick;2016A000213;Conditional sentence, community supervision;Persons;249;units;0;v21536846;5.9;48.0;;;;1
1996/1997;New Brunswick;2016A000213;Probation rates per 100,000 adults;Rate;257;units;0;v21536847;5.11;468.86;;;;2
1996/1997;Quebec;2016A000224;Total actual-in count;Persons;249;units;0;v21536848;6.1;3425.0;;;;1
1996/1997;Quebec;2016A000224;Sentenced, actual-in count;Persons;249;units;0;v21536849;6.2;2267.0;;;;1
1996/1997;Quebec;2016A000224;Remand, actual-in count;Persons;249;units;0;v21536850;6.3;1158.0;;;;1
1996/1997;Quebec;2016A000224;On-register count;Persons;249;units;0;v21536852;6.5;6523.0;;;;1
1996/1997;Quebec;2016A000224;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536853;6.6;61.56;;;;2
1996/1997;Quebec;2016A000224;Total community supervision count;Persons;249;units;0;v21536854;6.7;12922.0;;;;1
1996/1997;Quebec;2016A000224;Probation, community supervision;Persons;249;units;0;v21536855;6.8;10007.0;;;;1
1996/1997;Quebec;2016A000224;Conditional sentence, community supervision;Persons;249;units;0;v21536856;6.9;1107.0;;;;1
1996/1997;Quebec;2016A000224;Provincial parole, community supervision;Persons;249;units;0;v21536857;6.10;1808.0;;;;1
1996/1997;Quebec;2016A000224;Probation rates per 100,000 adults;Rate;257;units;0;v21536858;6.11;179.86;;;;2
1996/1997;Ontario;2016A000235;Total actual-in count;Persons;249;units;0;v21536859;7.1;7765.0;;;;1
1996/1997;Ontario;2016A000235;Sentenced, actual-in count;Persons;249;units;0;v21536860;7.2;4819.0;;;;1
1996/1997;Ontario;2016A000235;Remand, actual-in count;Persons;249;units;0;v21536861;7.3;2710.0;;;;1
1996/1997;Ontario;2016A000235;Other statuses, actual-in count;Persons;249;units;0;v21536862;7.4;236.0;;;;1
1996/1997;Ontario;2016A000235;On-register count;Persons;249;units;0;v21536863;7.5;8419.0;;;;1
1996/1997;Ontario;2016A000235;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536864;7.6;92.49;;;;2
1996/1997;Ontario;2016A000235;Total community supervision count;Persons;249;units;0;v21536865;7.7;52051.0;;;;1
1996/1997;Ontario;2016A000235;Probation, community supervision;Persons;249;units;0;v21536866;7.8;50116.0;;;;1
1996/1997;Ontario;2016A000235;Conditional sentence, community supervision;Persons;249;units;0;v21536867;7.9;1191.0;;;;1
1996/1997;Ontario;2016A000235;Provincial parole, community supervision;Persons;249;units;0;v21536868;7.10;744.0;;;;1
1996/1997;Ontario;2016A000235;Probation rates per 100,000 adults;Rate;257;units;0;v21536869;7.11;596.94;;;;2
1996/1997;Manitoba;2016A000246;Total actual-in count;Persons;249;units;0;v21536870;8.1;984.0;;;;1
1996/1997;Manitoba;2016A000246;Sentenced, actual-in count;Persons;249;units;0;v21536871;8.2;639.0;;;;1
1996/1997;Manitoba;2016A000246;Remand, actual-in count;Persons;249;units;0;v21536872;8.3;340.0;;;;1
1996/1997;Manitoba;2016A000246;Other statuses, actual-in count;Persons;249;units;0;v21536873;8.4;5.0;;;;1
1996/1997;Manitoba;2016A000246;On-register count;Persons;249;units;0;v21536874;8.5;1269.0;;;;1
1996/1997;Manitoba;2016A000246;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536875;8.6;117.16;;;;2
1996/1997;Manitoba;2016A000246;Total community supervision count;Persons;249;units;0;v21536876;8.7;5558.0;;;;1
1996/1997;Manitoba;2016A000246;Probation, community supervision;Persons;249;units;0;v21536877;8.8;5558.0;;;;1
1996/1997;Manitoba;2016A000246;Conditional sentence, community supervision;Persons;249;units;0;v21536878;8.9;;..;;;1
1996/1997;Manitoba;2016A000246;Probation rates per 100,000 adults;Rate;257;units;0;v21536879;8.11;661.75;;;;2
1996/1997;Saskatchewan;2016A000247;Total actual-in count;Persons;249;units;0;v21536880;9.1;1175.0;;;;1
1996/1997;Saskatchewan;2016A000247;Sentenced, actual-in count;Persons;249;units;0;v21536881;9.2;980.0;;;;1
1996/1997;Saskatchewan;2016A000247;Remand, actual-in count;Persons;249;units;0;v21536882;9.3;195.0;;;;1
1996/1997;Saskatchewan;2016A000247;On-register count;Persons;249;units;0;v21536884;9.5;1365.0;;;;1
1996/1997;Saskatchewan;2016A000247;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536885;9.6;159.10;;;;2
1996/1997;Saskatchewan;2016A000247;Total community supervision count;Persons;249;units;0;v21536886;9.7;4000.0;;;;1
1996/1997;Saskatchewan;2016A000247;Probation, community supervision;Persons;249;units;0;v21536887;9.8;3579.0;;;;1
1996/1997;Saskatchewan;2016A000247;Conditional sentence, community supervision;Persons;249;units;0;v21536888;9.9;421.0;;;;1
1996/1997;Saskatchewan;2016A000247;Probation rates per 100,000 adults;Rate;257;units;0;v21536889;9.11;484.62;;;;2
1996/1997;Alberta;2016A000248;Total actual-in count;Persons;249;units;0;v21536890;10.1;2309.0;;;;1
1996/1997;Alberta;2016A000248;Sentenced, actual-in count;Persons;249;units;0;v21536891;10.2;1825.0;;;;1
1996/1997;Alberta;2016A000248;Remand, actual-in count;Persons;249;units;0;v21536892;10.3;484.0;;;;1
1996/1997;Alberta;2016A000248;On-register count;Persons;249;units;0;v21536894;10.5;3011.0;;;;1
1996/1997;Alberta;2016A000248;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536895;10.6;113.76;;;;2
1996/1997;Alberta;2016A000248;Total community supervision count;Persons;249;units;0;v21536896;10.7;8191.0;;;;1
1996/1997;Alberta;2016A000248;Probation, community supervision;Persons;249;units;0;v21536897;10.8;7914.0;;;;1
1996/1997;Alberta;2016A000248;Conditional sentence, community supervision;Persons;249;units;0;v21536898;10.9;277.0;;;;1
1996/1997;Alberta;2016A000248;Probation rates per 100,000 adults;Rate;257;units;0;v21536899;10.11;389.90;;;;2
1996/1997;British Columbia;2016A000259;Total actual-in count;Persons;249;units;0;v21536900;11.1;2249.0;;;;1
1996/1997;British Columbia;2016A000259;Sentenced, actual-in count;Persons;249;units;0;v21536901;11.2;1626.0;;;;1
1996/1997;British Columbia;2016A000259;Remand, actual-in count;Persons;249;units;0;v21536902;11.3;623.0;;;;1
1996/1997;British Columbia;2016A000259;Other statuses, actual-in count;Persons;249;units;0;v21536903;11.4;;..;;;1
1996/1997;British Columbia;2016A000259;On-register count;Persons;249;units;0;v21536904;11.5;;..;;;1
1996/1997;British Columbia;2016A000259;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536905;11.6;75.71;;;;2
1996/1997;British Columbia;2016A000259;Total community supervision count;Persons;249;units;0;v21536906;11.7;15821.0;;;;1
1996/1997;British Columbia;2016A000259;Probation, community supervision;Persons;249;units;0;v21536907;11.8;14953.0;;;;1
1996/1997;British Columbia;2016A000259;Conditional sentence, community supervision;Persons;249;units;0;v21536908;11.9;274.0;;;;1
1996/1997;British Columbia;2016A000259;Provincial parole, community supervision;Persons;249;units;0;v21536909;11.10;594.0;;;;1
1996/1997;British Columbia;2016A000259;Probation rates per 100,000 adults;Rate;257;units;0;v21536910;11.11;503.35;;;;2
1996/1997;Yukon;2016A000260;Total actual-in count;Persons;249;units;0;v21536911;12.1;69.8;;;;1
1996/1997;Yukon;2016A000260;Sentenced, actual-in count;Persons;249;units;0;v21536912;12.2;53.1;;;;1
1996/1997;Yukon;2016A000260;Remand, actual-in count;Persons;249;units;0;v21536913;12.3;16.7;;;;1
1996/1997;Yukon;2016A000260;Other statuses, actual-in count;Persons;249;units;0;v21536914;12.4;;..;;;1
1996/1997;Yukon;2016A000260;On-register count;Persons;249;units;0;v21536915;12.5;70.0;;;;1
1996/1997;Yukon;2016A000260;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536916;12.6;308.72;;;;2
1996/1997;Yukon;2016A000260;Total community supervision count;Persons;249;units;0;v21536917;12.7;545.3;;;;1
1996/1997;Yukon;2016A000260;Probation, community supervision;Persons;249;units;0;v21536918;12.8;534.0;;;;1
1996/1997;Yukon;2016A000260;Conditional sentence, community supervision;Persons;249;units;0;v21536919;12.9;11.3;;;;1
1996/1997;Yukon;2016A000260;Probation rates per 100,000 adults;Rate;257;units;0;v21536920;12.11;2361.07;;;;2
1996/1997;Northwest Territories including Nunavut;;Total actual-in count;Persons;249;units;0;v21536921;13.1;341.0;;;t;1
1996/1997;Northwest Territories including Nunavut;;Sentenced, actual-in count;Persons;249;units;0;v21536922;13.2;311.0;;;t;1
1996/1997;Northwest Territories including Nunavut;;Remand, actual-in count;Persons;249;units;0;v21536923;13.3;30.0;;;t;1
1996/1997;Northwest Territories including Nunavut;;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536926;13.6;802.13;;;t;2
1996/1997;Northwest Territories including Nunavut;;Total community supervision count;Persons;249;units;0;v21536927;13.7;917.0;;;t;1
1996/1997;Northwest Territories including Nunavut;;Probation, community supervision;Persons;249;units;0;v21536928;13.8;917.0;;;t;1
1996/1997;Northwest Territories including Nunavut;;Probation rates per 100,000 adults;Rate;257;units;0;v21536929;13.11;2157.04;;;t;2
1996/1997;Northwest Territories;2016A000261;Total actual-in count;Persons;249;units;0;v21536930;14.1;;..;;;1
1996/1997;Northwest Territories;2016A000261;Sentenced, actual-in count;Persons;249;units;0;v21536931;14.2;;..;;;1
1996/1997;Northwest Territories;2016A000261;Remand, actual-in count;Persons;249;units;0;v21536932;14.3;;..;;;1
1996/1997;Northwest Territories;2016A000261;Other statuses, actual-in count;Persons;249;units;0;v44182208;14.4;;..;;;1
1996/1997;Northwest Territories;2016A000261;On-register count;Persons;249;units;0;v42133461;14.5;;..;;;1
1996/1997;Northwest Territories;2016A000261;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536935;14.6;;..;;;2
1996/1997;Northwest Territories;2016A000261;Total community supervision count;Persons;249;units;0;v52265497;14.7;;..;;;1
1996/1997;Northwest Territories;2016A000261;Probation, community supervision;Persons;249;units;0;v52265498;14.8;;..;;;1
1996/1997;Northwest Territories;2016A000261;Conditional sentence, community supervision;Persons;249;units;0;v52265499;14.9;;..;;;1
1996/1997;Northwest Territories;2016A000261;Probation rates per 100,000 adults;Rate;257;units;0;v52265501;14.11;;..;;;2
1996/1997;Nunavut;2016A000262;Total actual-in count;Persons;249;units;0;v21536936;15.1;;..;;;1
1996/1997;Nunavut;2016A000262;Sentenced, actual-in count;Persons;249;units;0;v21536937;15.2;;..;;;1
1996/1997;Nunavut;2016A000262;Remand, actual-in count;Persons;249;units;0;v21536938;15.3;;..;;;1
1996/1997;Nunavut;2016A000262;Other statuses, actual-in count;Persons;249;units;0;v21536939;15.4;;..;;;1
1996/1997;Nunavut;2016A000262;On-register count;Persons;249;units;0;v21536940;15.5;;..;;;1
1996/1997;Nunavut;2016A000262;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536941;15.6;;..;;;2
1996/1997;Nunavut;2016A000262;Total community supervision count;Persons;249;units;0;v41443553;15.7;;..;;;1
1996/1997;Nunavut;2016A000262;Probation, community supervision;Persons;249;units;0;v41443554;15.8;;..;;;1
1996/1997;Nunavut;2016A000262;Conditional sentence, community supervision;Persons;249;units;0;v41443555;15.9;;..;;;1
1996/1997;Nunavut;2016A000262;Probation rates per 100,000 adults;Rate;257;units;0;v41443556;15.11;;..;;;2
1997/1998;Provinces and Territories;2016A000011124;Total actual-in count;Persons;249;units;0;v21536797;1.1;18955.6;;;;1
1997/1998;Provinces and Territories;2016A000011124;Sentenced, actual-in count;Persons;249;units;0;v21536798;1.2;12574.1;;;;1
