REF_DATE;GEO;DGUID;Custodial admissions;Age group;UOM;UOM_ID;SCALAR_FACTOR;SCALAR_ID;VECTOR;COORDINATE;VALUE;STATUS;SYMBOL;TERMINATED;DECIMALS
2019/2020;Nova Scotia;2016A000212;Sentenced;18 to 19 years;Number;223;units;0;v80748668;4.2.2;3;;;;0
2019/2020;Nova Scotia;2016A000212;Sentenced;20 to 24 years;Number;223;units;0;v80748669;4.2.3;135;;;;0
2019/2020;Nova Scotia;2016A000212;Sentenced;25 to 29 years;Number;223;units;0;v80748670;4.2.4;190;;;;0
2019/2020;Nova Scotia;2016A000212;Sentenced;30 to 34 years;Number;223;units;0;v80748671;4.2.5;155;;;;0
2019/2020;Nova Scotia;2016A000212;Sentenced;35 to 39 years;Number;223;units;0;v80748672;4.2.6;126;;;;0
2019/2020;Nova Scotia;2016A000212;Sentenced;40 to 44 years;Number;223;units;0;v80748673;4.2.7;129;;;;0
2019/2020;Nova Scotia;2016A000212;Sentenced;45 to 49 years;Number;223;units;0;v80748674;4.2.8;99;;;;0
2019/2020;Nova Scotia;2016A000212;Sentenced;50 years and over;Number;223;units;0;v80748675;4.2.9;178;;;;0
2019/2020;Nova Scotia;2016A000212;Sentenced;Age unknown;Number;223;units;0;v80748676;4.2.10;2;;;;0
2019/2020;Nova Scotia;2016A000212;Sentenced;Median age on admission;Years;308;units;0;v80748677;4.2.11;35;;;;0
2019/2020;Nova Scotia;2016A000212;Remand;Total, custodial admissions by age group;Number;223;units;0;v80748678;4.3.1;3044;;;;0
2019/2020;Nova Scotia;2016A000212;Remand;18 to 19 years;Number;223;units;0;v80748679;4.3.2;100;;;;0
2019/2020;Nova Scotia;2016A000212;Remand;20 to 24 years;Number;223;units;0;v80748680;4.3.3;431;;;;0
2019/2020;Nova Scotia;2016A000212;Remand;25 to 29 years;Number;223;units;0;v80748681;4.3.4;570;;;;0
2019/2020;Nova Scotia;2016A000212;Remand;30 to 34 years;Number;223;units;0;v80748682;4.3.5;542;;;;0
2019/2020;Nova Scotia;2016A000212;Remand;35 to 39 years;Number;223;units;0;v80748683;4.3.6;419;;;;0
2019/2020;Nova Scotia;2016A000212;Remand;40 to 44 years;Number;223;units;0;v80748684;4.3.7;336;;;;0
2019/2020;Nova Scotia;2016A000212;Remand;45 to 49 years;Number;223;units;0;v80748685;4.3.8;247;;;;0
2019/2020;Nova Scotia;2016A000212;Remand;50 years and over;Number;223;units;0;v80748686;4.3.9;374;;;;0
2019/2020;Nova Scotia;2016A000212;Remand;Age unknown;Number;223;units;0;v80748687;4.3.10;25;;;;0
2019/2020;Nova Scotia;2016A000212;Remand;Median age on admission;Years;308;units;0;v80748688;4.3.11;33;;;;0
2019/2020;Nova Scotia;2016A000212;Other custodial statuses;Total, custodial admissions by age group;Number;223;units;0;v80748689;4.4.1;270;;;;0
2019/2020;Nova Scotia;2016A000212;Other custodial statuses;18 to 19 years;Number;223;units;0;v80748690;4.4.2;0;;;;0
2019/2020;Nova Scotia;2016A000212;Other custodial statuses;20 to 24 years;Number;223;units;0;v80748691;4.4.3;32;;;;0
2019/2020;Nova Scotia;2016A000212;Other custodial statuses;25 to 29 years;Number;223;units;0;v80748692;4.4.4;61;;;;0
2019/2020;Nova Scotia;2016A000212;Other custodial statuses;30 to 34 years;Number;223;units;0;v80748693;4.4.5;76;;;;0
2019/2020;Nova Scotia;2016A000212;Other custodial statuses;35 to 39 years;Number;223;units;0;v80748694;4.4.6;31;;;;0
2019/2020;Nova Scotia;2016A000212;Other custodial statuses;40 to 44 years;Number;223;units;0;v80748695;4.4.7;28;;;;0
2019/2020;Nova Scotia;2016A000212;Other custodial statuses;45 to 49 years;Number;223;units;0;v80748696;4.4.8;17;;;;0
2019/2020;Nova Scotia;2016A000212;Other custodial statuses;50 years and over;Number;223;units;0;v80748697;4.4.9;25;;;;0
2019/2020;Nova Scotia;2016A000212;Other custodial statuses;Age unknown;Number;223;units;0;v80748698;4.4.10;0;;;;0
2019/2020;Nova Scotia;2016A000212;Other custodial statuses;Median age on admission;Years;308;units;0;v80748699;4.4.11;0;;;;0
2020/2021;Nova Scotia;2016A000212;Total, custodial admissions;Total, custodial admissions by age group;Number;223;units;0;v80748656;4.1.1;3326;;;;0
2020/2021;Nova Scotia;2016A000212;Total, custodial admissions;18 to 19 years;Number;223;units;0;v80748657;4.1.2;68;;;;0
2020/2021;Nova Scotia;2016A000212;Total, custodial admissions;20 to 24 years;Number;223;units;0;v80748658;4.1.3;423;;;;0
2020/2021;Nova Scotia;2016A000212;Total, custodial admissions;25 to 29 years;Number;223;units;0;v80748659;4.1.4;617;;;;0
2020/2021;Nova Scotia;2016A000212;Total, custodial admissions;30 to 34 years;Number;223;units;0;v80748660;4.1.5;645;;;;0
2020/2021;Nova Scotia;2016A000212;Total, custodial admissions;35 to 39 years;Number;223;units;0;v80748661;4.1.6;472;;;;0
2020/2021;Nova Scotia;2016A000212;Total, custodial admissions;40 to 44 years;Number;223;units;0;v80748662;4.1.7;411;;;;0
2020/2021;Nova Scotia;2016A000212;Total, custodial admissions;45 to 49 years;Number;223;units;0;v80748663;4.1.8;229;;;;0
2020/2021;Nova Scotia;2016A000212;Total, custodial admissions;50 years and over;Number;223;units;0;v80748664;4.1.9;436;;;;0
2020/2021;Nova Scotia;2016A000212;Total, custodial admissions;Age unknown;Number;223;units;0;v80748665;4.1.10;25;;;;0
2020/2021;Nova Scotia;2016A000212;Sentenced;Total, custodial admissions by age group;Number;223;units;0;v80748667;4.2.1;577;;;;0
2020/2021;Nova Scotia;2016A000212;Sentenced;18 to 19 years;Number;223;units;0;v80748668;4.2.2;3;;;;0
2020/2021;Nova Scotia;2016A000212;Sentenced;20 to 24 years;Number;223;units;0;v80748669;4.2.3;76;;;;0
2020/2021;Nova Scotia;2016A000212;Sentenced;25 to 29 years;Number;223;units;0;v80748670;4.2.4;108;;;;0
2020/2021;Nova Scotia;2016A000212;Sentenced;30 to 34 years;Number;223;units;0;v80748671;4.2.5;95;;;;0
2020/2021;Nova Scotia;2016A000212;Sentenced;35 to 39 years;Number;223;units;0;v80748672;4.2.6;76;;;;0
2020/2021;Nova Scotia;2016A000212;Sentenced;40 to 44 years;Number;223;units;0;v80748673;4.2.7;85;;;;0
2020/2021;Nova Scotia;2016A000212;Sentenced;45 to 49 years;Number;223;units;0;v80748674;4.2.8;38;;;;0
2020/2021;Nova Scotia;2016A000212;Sentenced;50 years and over;Number;223;units;0;v80748675;4.2.9;96;;;;0
2020/2021;Nova Scotia;2016A000212;Sentenced;Age unknown;Number;223;units;0;v80748676;4.2.10;0;;;;0
2020/2021;Nova Scotia;2016A000212;Sentenced;Median age on admission;Years;308;units;0;v80748677;4.2.11;35;;;;0
2020/2021;Nova Scotia;2016A000212;Remand;Total, custodial admissions by age group;Number;223;units;0;v80748678;4.3.1;2531;;;;0
2020/2021;Nova Scotia;2016A000212;Remand;18 to 19 years;Number;223;units;0;v80748679;4.3.2;64;;;;0
2020/2021;Nova Scotia;2016A000212;Remand;20 to 24 years;Number;223;units;0;v80748680;4.3.3;325;;;;0
2020/2021;Nova Scotia;2016A000212;Remand;25 to 29 years;Number;223;units;0;v80748681;4.3.4;455;;;;0
2020/2021;Nova Scotia;2016A000212;Remand;30 to 34 years;Number;223;units;0;v80748682;4.3.5;496;;;;0
2020/2021;Nova Scotia;2016A000212;Remand;35 to 39 years;Number;223;units;0;v80748683;4.3.6;365;;;;0
2020/2021;Nova Scotia;2016A000212;Remand;40 to 44 years;Number;223;units;0;v80748684;4.3.7;315;;;;0
2020/2021;Nova Scotia;2016A000212;Remand;45 to 49 years;Number;223;units;0;v80748685;4.3.8;182;;;;0
2020/2021;Nova Scotia;2016A000212;Remand;50 years and over;Number;223;units;0;v80748686;4.3.9;304;;;;0
2020/2021;Nova Scotia;2016A000212;Remand;Age unknown;Number;223;units;0;v80748687;4.3.10;25;;;;0
2020/2021;Nova Scotia;2016A000212;Remand;Median age on admission;Years;308;units;0;v80748688;4.3.11;34;;;;0
2020/2021;Nova Scotia;2016A000212;Other custodial statuses;Total, custodial admissions by age group;Number;223;units;0;v80748689;4.4.1;218;;;;0
2020/2021;Nova Scotia;2016A000212;Other custodial statuses;18 to 19 years;Number;223;units;0;v80748690;4.4.2;1;;;;0
2020/2021;Nova Scotia;2016A000212;Other custodial statuses;20 to 24 years;Number;223;units;0;v80748691;4.4.3;22;;;;0
2020/2021;Nova Scotia;2016A000212;Other custodial statuses;25 to 29 years;Number;223;units;0;v80748692;4.4.4;54;;;;0
2020/2021;Nova Scotia;2016A000212;Other custodial statuses;30 to 34 years;Number;223;units;0;v80748693;4.4.5;54;;;;0
2020/2021;Nova Scotia;2016A000212;Other custodial statuses;35 to 39 years;Number;223;units;0;v80748694;4.4.6;31;;;;0
2020/2021;Nova Scotia;2016A000212;Other custodial statuses;40 to 44 years;Number;223;units;0;v80748695;4.4.7;11;;;;0
2020/2021;Nova Scotia;2016A000212;Other custodial statuses;45 to 49 years;Number;223;units;0;v80748696;4.4.8;9;;;;0
2020/2021;Nova Scotia;2016A000212;Other custodial statuses;50 years and over;Number;223;units;0;v80748697;4.4.9;36;;;;0
2020/2021;Nova Scotia;2016A000212;Other custodial statuses;Age unknown;Number;223;units;0;v80748698;4.4.10;0;;;;0
2020/2021;Nova Scotia;2016A000212;Other custodial statuses;Median age on admission;Years;308;units;0;v80748699;4.4.11;0;;;;0
2000/2001;Nunavut;2016A000262;Total, custodial admissions;Total, custodial admissions by age group;Number;223;units;0;v80749140;15.1.1;434;;;;0
2000/2001;Nunavut;2016A000262;Total, custodial admissions;18 to 19 years;Number;223;units;0;v80749141;15.1.2;;..;;;0
2000/2001;Nunavut;2016A000262;Total, custodial admissions;20 to 24 years;Number;223;units;0;v80749142;15.1.3;;..;;;0
2000/2001;Nunavut;2016A000262;Total, custodial admissions;25 to 29 years;Number;223;units;0;v80749143;15.1.4;;..;;;0
2000/2001;Nunavut;2016A000262;Total, custodial admissions;30 to 34 years;Number;223;units;0;v80749144;15.1.5;;..;;;0
2000/2001;Nunavut;2016A000262;Total, custodial admissions;35 to 39 years;Number;223;units;0;v80749145;15.1.6;;..;;;0
2000/2001;Nunavut;2016A000262;Total, custodial admissions;40 to 44 years;Number;223;units;0;v80749146;15.1.7;;..;;;0
2000/2001;Nunavut;2016A000262;Total, custodial admissions;45 to 49 years;Number;223;units;0;v80749147;15.1.8;;..;;;0
2000/2001;Nunavut;2016A000262;Total, custodial admissions;50 years and over;Number;223;units;0;v80749148;15.1.9;;..;;;0
2000/2001;Nunavut;2016A000262;Total, custodial admissions;Age unknown;Number;223;units;0;v80749149;15.1.10;434;;;;0
2000/2001;Nunavut;2016A000262;Sentenced;Total, custodial admissions by age group;Number;223;units;0;v80749151;15.2.1;229;;;;0
2000/2001;Nunavut;2016A000262;Sentenced;18 to 19 years;Number;223;units;0;v80749152;15.2.2;;..;;;0
2000/2001;Nunavut;2016A000262;Sentenced;20 to 24 years;Number;223;units;0;v80749153;15.2.3;;..;;;0
2000/2001;Nunavut;2016A000262;Sentenced;25 to 29 years;Number;223;units;0;v80749154;15.2.4;;..;;;0
2000/2001;Nunavut;2016A000262;Sentenced;30 to 34 years;Number;223;units;0;v80749155;15.2.5;;..;;;0
2000/2001;Nunavut;2016A000262;Sentenced;35 to 39 years;Number;223;units;0;v80749156;15.2.6;;..;;;0
2000/2001;Nunavut;2016A000262;Sentenced;40 to 44 years;Number;223;units;0;v80749157;15.2.7;;..;;;0
2000/2001;Nunavut;2016A000262;Sentenced;45 to 49 years;Number;223;units;0;v80749158;15.2.8;;..;;;0
2000/2001;Nunavut;2016A000262;Sentenced;50 years and over;Number;223;units;0;v80749159;15.2.9;;..;;;0
2000/2001;Nunavut;2016A000262;Sentenced;Age unknown;Number;223;units;0;v80749160;15.2.10;229;;;;0
2000/2001;Nunavut;2016A000262;Sentenced;Median age on admission;Years;308;units;0;v80749161;15.2.11;;..;;;0
2000/2001;Nunavut;2016A000262;Remand;Total, custodial admissions by age group;Number;223;units;0;v80749162;15.3.1;205;;;;0
2000/2001;Nunavut;2016A000262;Remand;18 to 19 years;Number;223;units;0;v80749163;15.3.2;;..;;;0
2000/2001;Nunavut;2016A000262;Remand;20 to 24 years;Number;223;units;0;v80749164;15.3.3;;..;;;0
2000/2001;Nunavut;2016A000262;Remand;25 to 29 years;Number;223;units;0;v80749165;15.3.4;;..;;;0
2000/2001;Nunavut;2016A000262;Remand;30 to 34 years;Number;223;units;0;v80749166;15.3.5;;..;;;0
2000/2001;Nunavut;2016A000262;Remand;35 to 39 years;Number;223;units;0;v80749167;15.3.6;;..;;;0
2000/2001;Nunavut;2016A000262;Remand;40 to 44 years;Number;223;units;0;v80749168;15.3.7;;..;;;0
2000/2001;Nunavut;2016A000262;Remand;45 to 49 years;Number;223;units;0;v80749169;15.3.8;;..;;;0
2000/2001;Nunavut;2016A000262;Remand;50 years and over;Number;223;units;0;v80749170;15.3.9;;..;;;0
2000/2001;Nunavut;2016A000262;Remand;Age unknown;Number;223;units;0;v80749171;15.3.10;205;;;;0
2000/2001;Nunavut;2016A000262;Remand;Median age on admission;Years;308;units;0;v80749172;15.3.11;;..;;;0
2001/2002;Nunavut;2016A000262;Total, custodial admissions;Total, custodial admissions by age group;Number;223;units;0;v80749140;15.1.1;531;;;;0
2001/2002;Nunavut;2016A000262;Total, custodial admissions;18 to 19 years;Number;223;units;0;v80749141;15.1.2;27;;;;0
2001/2002;Nunavut;2016A000262;Total, custodial admissions;20 to 24 years;Number;223;units;0;v80749142;15.1.3;111;;;;0
2001/2002;Nunavut;2016A000262;Total, custodial admissions;25 to 29 years;Number;223;units;0;v80749143;15.1.4;107;;;;0
2001/2002;Nunavut;2016A000262;Total, custodial admissions;30 to 34 years;Number;223;units;0;v80749144;15.1.5;125;;;;0
2001/2002;Nunavut;2016A000262;Total, custodial admissions;35 to 39 years;Number;223;units;0;v80749145;15.1.6;93;;;;0
2001/2002;Nunavut;2016A000262;Total, custodial admissions;40 to 44 years;Number;223;units;0;v80749146;15.1.7;24;;;;0
2001/2002;Nunavut;2016A000262;Total, custodial admissions;45 to 49 years;Number;223;units;0;v80749147;15.1.8;26;;;;0
2001/2002;Nunavut;2016A000262;Total, custodial admissions;50 years and over;Number;223;units;0;v80749148;15.1.9;18;;;;0
2001/2002;Nunavut;2016A000262;Total, custodial admissions;Age unknown;Number;223;units;0;v80749149;15.1.10;0;;;;0
2001/2002;Nunavut;2016A000262;Sentenced;Total, custodial admissions by age group;Number;223;units;0;v80749151;15.2.1;313;;;;0
2001/2002;Nunavut;2016A000262;Sentenced;18 to 19 years;Number;223;units;0;v80749152;15.2.2;15;;;;0
2001/2002;Nunavut;2016A000262;Sentenced;20 to 24 years;Number;223;units;0;v80749153;15.2.3;63;;;;0
2001/2002;Nunavut;2016A000262;Sentenced;25 to 29 years;Number;223;units;0;v80749154;15.2.4;57;;;;0
2001/2002;Nunavut;2016A000262;Sentenced;30 to 34 years;Number;223;units;0;v80749155;15.2.5;78;;;;0
2001/2002;Nunavut;2016A000262;Sentenced;35 to 39 years;Number;223;units;0;v80749156;15.2.6;54;;;;0
2001/2002;Nunavut;2016A000262;Sentenced;40 to 44 years;Number;223;units;0;v80749157;15.2.7;17;;;;0
2001/2002;Nunavut;2016A000262;Sentenced;45 to 49 years;Number;223;units;0;v80749158;15.2.8;16;;;;0
2001/2002;Nunavut;2016A000262;Sentenced;50 years and over;Number;223;units;0;v80749159;15.2.9;13;;;;0
2001/2002;Nunavut;2016A000262;Sentenced;Age unknown;Number;223;units;0;v80749160;15.2.10;0;;;;0
2001/2002;Nunavut;2016A000262;Sentenced;Median age on admission;Years;308;units;0;v80749161;15.2.11;31;;;;0
2001/2002;Nunavut;2016A000262;Remand;Total, custodial admissions by age group;Number;223;units;0;v80749162;15.3.1;218;;;;0
2001/2002;Nunavut;2016A000262;Remand;18 to 19 years;Number;223;units;0;v80749163;15.3.2;12;;;;0
2001/2002;Nunavut;2016A000262;Remand;20 to 24 years;Number;223;units;0;v80749164;15.3.3;48;;;;0
2001/2002;Nunavut;2016A000262;Remand;25 to 29 years;Number;223;units;0;v80749165;15.3.4;50;;;;0
2001/2002;Nunavut;2016A000262;Remand;30 to 34 years;Number;223;units;0;v80749166;15.3.5;47;;;;0
2001/2002;Nunavut;2016A000262;Remand;35 to 39 years;Number;223;units;0;v80749167;15.3.6;39;;;;0
2001/2002;Nunavut;2016A000262;Remand;40 to 44 years;Number;223;units;0;v80749168;15.3.7;7;;;;0
2001/2002;Nunavut;2016A000262;Remand;45 to 49 years;Number;223;units;0;v80749169;15.3.8;10;;;;0
2001/2002;Nunavut;2016A000262;Remand;50 years and over;Number;223;units;0;v80749170;15.3.9;5;;;;0
2001/2002;Nunavut;2016A000262;Remand;Age unknown;Number;223;units;0;v80749171;15.3.10;0;;;;0
2001/2002;Nunavut;2016A000262;Remand;Median age on admission;Years;308;units;0;v80749172;15.3.11;29;;;;0
2002/2003;Nunavut;2016A000262;Total, custodial admissions;Total, custodial admissions by age group;Number;223;units;0;v80749140;15.1.1;554;;;;0
2002/2003;Nunavut;2016A000262;Total, custodial admissions;18 to 19 years;Number;223;units;0;v80749141;15.1.2;12;;;;0
2002/2003;Nunavut;2016A000262;Total, custodial admissions;20 to 24 years;Number;223;units;0;v80749142;15.1.3;132;;;;0
2002/2003;Nunavut;2016A000262;Total, custodial admissions;25 to 29 years;Number;223;units;0;v80749143;15.1.4;119;;;;0
2002/2003;Nunavut;2016A000262;Total, custodial admissions;30 to 34 years;Number;223;units;0;v80749144;15.1.5;136;;;;0
2002/2003;Nunavut;2016A000262;Total, custodial admissions;35 to 39 years;Number;223;units;0;v80749145;15.1.6;97;;;;0
2002/2003;Nunavut;2016A000262;Total, custodial admissions;40 to 44 years;Number;223;units;0;v80749146;15.1.7;37;;;;0
2002/2003;Nunavut;2016A000262;Total, custodial admissions;45 to 49 years;Number;223;units;0;v80749147;15.1.8;14;;;;0
2002/2003;Nunavut;2016A000262;Total, custodial admissions;50 years and over;Number;223;units;0;v80749148;15.1.9;7;;;;0
2002/2003;Nunavut;2016A000262;Total, custodial admissions;Age unknown;Number;223;units;0;v80749149;15.1.10;0;;;;0
2002/2003;Nunavut;2016A000262;Sentenced;Total, custodial admissions by age group;Number;223;units;0;v80749151;15.2.1;325;;;;0
2002/2003;Nunavut;2016A000262;Sentenced;18 to 19 years;Number;223;units;0;v80749152;15.2.2;5;;;;0
2002/2003;Nunavut;2016A000262;Sentenced;20 to 24 years;Number;223;units;0;v80749153;15.2.3;80;;;;0
2002/2003;Nunavut;2016A000262;Sentenced;25 to 29 years;Number;223;units;0;v80749154;15.2.4;76;;;;0
2002/2003;Nunavut;2016A000262;Sentenced;30 to 34 years;Number;223;units;0;v80749155;15.2.5;72;;;;0
2002/2003;Nunavut;2016A000262;Sentenced;35 to 39 years;Number;223;units;0;v80749156;15.2.6;51;;;;0
2002/2003;Nunavut;2016A000262;Sentenced;40 to 44 years;Number;223;units;0;v80749157;15.2.7;24;;;;0
2002/2003;Nunavut;2016A000262;Sentenced;45 to 49 years;Number;223;units;0;v80749158;15.2.8;10;;;;0
2002/2003;Nunavut;2016A000262;Sentenced;50 years and over;Number;223;units;0;v80749159;15.2.9;7;;;;0
2002/2003;Nunavut;2016A000262;Sentenced;Age unknown;Number;223;units;0;v80749160;15.2.10;0;;;;0
2002/2003;Nunavut;2016A000262;Sentenced;Median age on admission;Years;308;units;0;v80749161;15.2.11;31;;;;0
2002/2003;Nunavut;2016A000262;Remand;Total, custodial admissions by age group;Number;223;units;0;v80749162;15.3.1;229;;;;0
2002/2003;Nunavut;2016A000262;Remand;18 to 19 years;Number;223;units;0;v80749163;15.3.2;7;;;;0
2002/2003;Nunavut;2016A000262;Remand;20 to 24 years;Number;223;units;0;v80749164;15.3.3;52;;;;0
2002/2003;Nunavut;2016A000262;Remand;25 to 29 years;Number;223;units;0;v80749165;15.3.4;43;;;;0
2002/2003;Nunavut;2016A000262;Remand;30 to 34 years;Number;223;units;0;v80749166;15.3.5;64;;;;0
2002/2003;Nunavut;2016A000262;Remand;35 to 39 years;Number;223;units;0;v80749167;15.3.6;46;;;;0
2002/2003;Nunavut;2016A000262;Remand;40 to 44 years;Number;223;units;0;v80749168;15.3.7;13;;;;0
2002/2003;Nunavut;2016A000262;Remand;45 to 49 years;Number;223;units;0;v80749169;15.3.8;4;;;;0
2002/2003;Nunavut;2016A000262;Remand;50 years and over;Number;223;units;0;v80749170;15.3.9;0;;;;0
2002/2003;Nunavut;2016A000262;Remand;Age unknown;Number;223;units;0;v80749171;15.3.10;0;;;;0
2002/2003;Nunavut;2016A000262;Remand;Median age on admission;Years;308;units;0;v80749172;15.3.11;29;;;;0
2003/2004;Nunavut;2016A000262;Total, custodial admissions;Total, custodial admissions by age group;Number;223;units;0;v80749140;15.1.1;510;;;;0
2003/2004;Nunavut;2016A000262;Total, custodial admissions;18 to 19 years;Number;223;units;0;v80749141;15.1.2;5;;;;0
2003/2004;Nunavut;2016A000262;Total, custodial admissions;20 to 24 years;Number;223;units;0;v80749142;15.1.3;134;;;;0
2003/2004;Nunavut;2016A000262;Total, custodial admissions;25 to 29 years;Number;223;units;0;v80749143;15.1.4;85;;;;0
2003/2004;Nunavut;2016A000262;Total, custodial admissions;30 to 34 years;Number;223;units;0;v80749144;15.1.5;121;;;;0
2003/2004;Nunavut;2016A000262;Total, custodial admissions;35 to 39 years;Number;223;units;0;v80749145;15.1.6;108;;;;0
2003/2004;Nunavut;2016A000262;Total, custodial admissions;40 to 44 years;Number;223;units;0;v80749146;15.1.7;30;;;;0
2003/2004;Nunavut;2016A000262;Total, custodial admissions;45 to 49 years;Number;223;units;0;v80749147;15.1.8;14;;;;0
2003/2004;Nunavut;2016A000262;Total, custodial admissions;50 years and over;Number;223;units;0;v80749148;15.1.9;13;;;;0
2003/2004;Nunavut;2016A000262;Total, custodial admissions;Age unknown;Number;223;units;0;v80749149;15.1.10;0;;;;0
2003/2004;Nunavut;2016A000262;Sentenced;Total, custodial admissions by age group;Number;223;units;0;v80749151;15.2.1;281;;;;0
2003/2004;Nunavut;2016A000262;Sentenced;18 to 19 years;Number;223;units;0;v80749152;15.2.2;3;;;;0
2003/2004;Nunavut;2016A000262;Sentenced;20 to 24 years;Number;223;units;0;v80749153;15.2.3;77;;;;0
2003/2004;Nunavut;2016A000262;Sentenced;25 to 29 years;Number;223;units;0;v80749154;15.2.4;43;;;;0
2003/2004;Nunavut;2016A000262;Sentenced;30 to 34 years;Number;223;units;0;v80749155;15.2.5;65;;;;0
2003/2004;Nunavut;2016A000262;Sentenced;35 to 39 years;Number;223;units;0;v80749156;15.2.6;61;;;;0
2003/2004;Nunavut;2016A000262;Sentenced;40 to 44 years;Number;223;units;0;v80749157;15.2.7;15;;;;0
2003/2004;Nunavut;2016A000262;Sentenced;45 to 49 years;Number;223;units;0;v80749158;15.2.8;10;;;;0
2003/2004;Nunavut;2016A000262;Sentenced;50 years and over;Number;223;units;0;v80749159;15.2.9;7;;;;0
2003/2004;Nunavut;2016A000262;Sentenced;Age unknown;Number;223;units;0;v80749160;15.2.10;0;;;;0
2003/2004;Nunavut;2016A000262;Sentenced;Median age on admission;Years;308;units;0;v80749161;15.2.11;31;;;;0
2003/2004;Nunavut;2016A000262;Remand;Total, custodial admissions by age group;Number;223;units;0;v80749162;15.3.1;229;;;;0
2003/2004;Nunavut;2016A000262;Remand;18 to 19 years;Number;223;units;0;v80749163;15.3.2;2;;;;0
2003/2004;Nunavut;2016A000262;Remand;20 to 24 years;Number;223;units;0;v80749164;15.3.3;57;;;;0
2003/2004;Nunavut;2016A000262;Remand;25 to 29 years;Number;223;units;0;v80749165;15.3.4;42;;;;0
2003/2004;Nunavut;2016A000262;Remand;30 to 34 years;Number;223;units;0;v80749166;15.3.5;56;;;;0
2003/2004;Nunavut;2016A000262;Remand;35 to 39 years;Number;223;units;0;v80749167;15.3.6;47;;;;0
2003/2004;Nunavut;2016A000262;Remand;40 to 44 years;Number;223;units;0;v80749168;15.3.7;15;;;;0
2003/2004;Nunavut;2016A000262;Remand;45 to 49 years;Number;223;units;0;v80749169;15.3.8;4;;;;0
2003/2004;Nunavut;2016A000262;Remand;50 years and over;Number;223;units;0;v80749170;15.3.9;6;;;;0
2003/2004;Nunavut;2016A000262;Remand;Age unknown;Number;223;units;0;v80749171;15.3.10;0;;;;0
2003/2004;Nunavut;2016A000262;Remand;Median age on admission;Years;308;units;0;v80749172;15.3.11;31;;;;0
2004/2005;Nunavut;2016A000262;Total, custodial admissions;Total, custodial admissions by age group;Number;223;units;0;v80749140;15.1.1;557;;;;0
2004/2005;Nunavut;2016A000262;Total, custodial admissions;18 to 19 years;Number;223;units;0;v80749141;15.1.2;16;;;;0
2004/2005;Nunavut;2016A000262;Total, custodial admissions;20 to 24 years;Number;223;units;0;v80749142;15.1.3;123;;;;0
2004/2005;Nunavut;2016A000262;Total, custodial admissions;25 to 29 years;Number;223;units;0;v80749143;15.1.4;119;;;;0
2004/2005;Nunavut;2016A000262;Total, custodial admissions;30 to 34 years;Number;223;units;0;v80749144;15.1.5;122;;;;0
2004/2005;Nunavut;2016A000262;Total, custodial admissions;35 to 39 years;Number;223;units;0;v80749145;15.1.6;110;;;;0
2004/2005;Nunavut;2016A000262;Total, custodial admissions;40 to 44 years;Number;223;units;0;v80749146;15.1.7;44;;;;0
2004/2005;Nunavut;2016A000262;Total, custodial admissions;45 to 49 years;Number;223;units;0;v80749147;15.1.8;11;;;;0
2004/2005;Nunavut;2016A000262;Total, custodial admissions;50 years and over;Number;223;units;0;v80749148;15.1.9;12;;;;0
2004/2005;Nunavut;2016A000262;Total, custodial admissions;Age unknown;Number;223;units;0;v80749149;15.1.10;0;;;;0
2004/2005;Nunavut;2016A000262;Sentenced;Total, custodial admissions by age group;Number;223;units;0;v80749151;15.2.1;290;;;;0
2004/2005;Nunavut;2016A000262;Sentenced;18 to 19 years;Number;223;units;0;v80749152;15.2.2;6;;;;0
2004/2005;Nunavut;2016A000262;Sentenced;20 to 24 years;Number;223;units;0;v80749153;15.2.3;59;;;;0
2004/2005;Nunavut;2016A000262;Sentenced;25 to 29 years;Number;223;units;0;v80749154;15.2.4;67;;;;0
2004/2005;Nunavut;2016A000262;Sentenced;30 to 34 years;Number;223;units;0;v80749155;15.2.5;62;;;;0
2004/2005;Nunavut;2016A000262;Sentenced;35 to 39 years;Number;223;units;0;v80749156;15.2.6;58;;;;0
2004/2005;Nunavut;2016A000262;Sentenced;40 to 44 years;Number;223;units;0;v80749157;15.2.7;27;;;;0
2004/2005;Nunavut;2016A000262;Sentenced;45 to 49 years;Number;223;units;0;v80749158;15.2.8;4;;;;0
2004/2005;Nunavut;2016A000262;Sentenced;50 years and over;Number;223;units;0;v80749159;15.2.9;7;;;;0
2004/2005;Nunavut;2016A000262;Sentenced;Age unknown;Number;223;units;0;v80749160;15.2.10;0;;;;0
2004/2005;Nunavut;2016A000262;Sentenced;Median age on admission;Years;308;units;0;v80749161;15.2.11;31;;;;0
2004/2005;Nunavut;2016A000262;Remand;Total, custodial admissions by age group;Number;223;units;0;v80749162;15.3.1;267;;;;0
2004/2005;Nunavut;2016A000262;Remand;18 to 19 years;Number;223;units;0;v80749163;15.3.2;10;;;;0
2004/2005;Nunavut;2016A000262;Remand;20 to 24 years;Number;223;units;0;v80749164;15.3.3;64;;;;0
2004/2005;Nunavut;2016A000262;Remand;25 to 29 years;Number;223;units;0;v80749165;15.3.4;52;;;;0
2004/2005;Nunavut;2016A000262;Remand;30 to 34 years;Number;223;units;0;v80749166;15.3.5;60;;;;0
2004/2005;Nunavut;2016A000262;Remand;35 to 39 years;Number;223;units;0;v80749167;15.3.6;52;;;;0
