FID;nom_servic;no_cvq;rue;ville;cp;en_caserne;Y;X
724;Service de sécurité incendie Saint-André-Avellin; ;Rue Principale;Saint-André-Avellin;J0V1W0;0;-75.0545476829157;45.7248728462322
725;Service de sécurité incendie Papineauville; ;Rue Papineau;Papineauville;J0V1R0;0;-75.0180410967046;45.6169830522598
726;Service de sécurité incendie Plaisance; ;Rue Desjardins;Plaisance;J0V1S0;0;-75.1109343499366;45.6077027469712
727;Service de sécurité incendie Thurso; ;Rue Galipeau;Thurso;J0X3B0;0;-75.2431790326322;45.5995137189122
728;Service de sécurité incendie Lochaber-Partie-Ouest; ;Route 148;Lochaber-Partie-Ouest;J0X3B0;0;-75.2622538214823;45.5941303724119
729;Service de sécurité incendie Mayo; ;Chemin McAlendin;Mayo;J8L4J7;0;-75.3442690160725;45.6628424060249
730;Service de sécurité incendie Ripon; ;Rue Boucher;Ripon;J0V1V0;0;-75.1017933741021;45.7858071648897
731;Service de sécurité incendie Montpellier; ;Rue du Bosquet;Montpellier;J0V1M0;0;-75.1650296703517;45.8543127879685
732;Service de sécurité incendie Lac-Simon; ;Chemin du Parc;Lac-Simon;J0V1E0;0;-75.0578007842493;45.9022450346762
733;Service de sécurité incendie Namur; ;Rue de l'Hôtel-de-Ville;Namur;J0V1N0;0;-74.9292505084917;45.8945557146265
734;Service de sécurité incendie Lac-des-Plages/Saint-Émile-de-Suffolk; ;Route des Cantons;Saint-Émile-de-Suffolk;J0V1Y0;0;-74.9141073426871;45.9251100936407
735;Service de sécurité incendie Lac-des-Plages/Saint-Émile-de-Suffolk; ;Chemin du Tour-du-Lac;Lac-des-Plages;J0T1K0;0;-74.8874944625752;45.9981634855161
736;Service de sécurité incendie Duhamel; ;Rue Principale;Duhamel;J0V1G0;0;-75.0806085577203;46.0190793488921
737;Service de sécurité incendie Val-des-Bois; ;Route 309;Val-des-Bois;J0X3C0;0;-75.5934229997388;45.9152740087625
738;Service de sécurité incendie Val-des-Bois; ;Route 307;Bowman;J0X3C0;0;-75.635389463572;45.88050044773
739;Service de sécurité incendie Gatineau; ;Boulevard Wilfrid-Lavigne;Gatineau;J9H6H9;0;-75.8385471537631;45.3976176711381
740;Service de sécurité incendie Gatineau; ;Boulevard Saint-Raymond;Gatineau;J9A3H6;0;-75.7670976683427;45.4375059621905
741;Service de sécurité incendie Gatineau; ;Rue Deveault;Gatineau;J8Z1S7;0;-75.7393116912377;45.4621152068863
742;Service de sécurité incendie Gatineau; ;Rue Saint-Rédempteur;Gatineau;J8X2T4;0;-75.7233412302429;45.4378376752946
743;Service de sécurité incendie Gatineau; ;Boulevard Gréber;Gatineau;J8T5R6;0;-75.702053313915;45.4903829603286
744;Service de sécurité incendie Gatineau; ;Avenue du Cheval-Blanc;Gatineau;J8P6P4;0;-75.5812370673828;45.4981888441074
745;Service de sécurité incendie Gatineau; ;Boulevard Saint-René Est;Gatineau;J8P2X4;0;-75.6417986278476;45.4933058731058
746;Service de sécurité incendie Gatineau; ;Avenue de Buckingham;Gatineau;J8L2H9;0;-75.4126352936227;45.572146817975
747;Service de sécurité incendie L'Ange-Gardien; ;Chemin Donaldson;L'Ange-Gardien;J8L0K8;0;-75.4546695541597;45.5902325893159
748;Service de sécurité incendie L'Ange-Gardien; ;Route 309;L'Ange-Gardien;J8L4B9;0;-75.4387525187081;45.6348360145739
749;Service de sécurité incendie L'Ange-Gardien; ;Route 315;L'Ange-Gardien;J8L0L4;0;-75.3967794890822;45.608709677646
750;Service de sécurité incendie Notre-Dame-de-la-Salette; ;Chemin de la Rivière;Notre-Dame-de-la-Salette;J0X2L0;0;-75.5853791548115;45.7656186674258
751;Service de sécurité incendie Val-des-Monts; ;Route du Carrefour;Val-des-Monts;J8N7G2;0;-75.6283728128367;45.6119846318871
752;Service de sécurité incendie Val-des-Monts; ;Route du Carrefour;Val-des-Monts;J8N4E9;0;-75.7339156263354;45.6649121395722
753;Service de sécurité incendie Val-des-Monts; ;Chemin du Pont;Val-des-Monts;J8N2J2;0;-75.7004286005561;45.7861281964028
754;Service de sécurité incendie Cantley; ;Chemin River;Cantley;J8V2Z9;0;-75.7840054210675;45.55014280959
755;Service de sécurité incendie Cantley; ;Rue de Chamonix Est;Cantley;J8V3B2;0;-75.841788536309;45.5950743844091
756;Service de sécurité incendie Cantley; ;Montée Saint-Amour;Cantley;J8V3E3;0;-75.7172832168703;45.5698129194031
757;Service de sécurité incendie Chelsea; ;Chemin de l'Hôtel-de-Ville;Chelsea;J9B1W3;0;-75.7959414412731;45.5047218073832
758;Service de sécurité incendie Chelsea; ;Chemin de la Rivière;Chelsea;J9B2M6;0;-75.872310094549;45.5767433678673
759;Service de sécurité incendie Chelsea; ;Chemin de la Montagne;Chelsea;J9B1C2;0;-75.8860548230243;45.4896076816962
760;Service de sécurité incendie Pontiac; ;Route 148;Pontiac;J0X2G0;0;-75.9043318077344;45.4317621764106
761;Service de sécurité incendie Pontiac; ;Route 148;Pontiac;J0X2G0;0;-76.0016030307519;45.5286462452852
762;Service de sécurité incendie Pontiac; ;Rue Church;Pontiac;J0X2V0;0;-76.2323314816002;45.5198964656075
763;Service de sécurité incendie La Pêche; ;Route Principale Ouest;La Pêche;J0X2W0;0;-76.0384474437021;45.640218446506
764;Service de sécurité incendie La Pêche; ;Chemin MacLaren;La Pêche;J0X3G0;0;-75.9265270063506;45.6499257475915
765;Service de sécurité incendie La Pêche; ;Chemin de la Caserne;La Pêche;J0X3K0;0;-76.2126526659795;45.68712916521
766;Service de sécurité incendie La Pêche; ;Chemin Cléo-Fournier;La Pêche;J0X1S0;0;-76.1935492758504;45.7559320943378
767;Service de sécurité incendie Denholm; ;Chemin du Poisson-Blanc;Denholm;J8N9C8;0;-75.7605354475913;45.8124297180222
768;Service de sécurité incendie Low; ;Chemin Paugan;Low;J0X2C0;0;-75.9452753112119;45.8106787671893
769;Service de sécurité incendie Kazabazua; ;Route 105;Kazabazua;J0X1X0;0;-76.0148612548468;45.9484782431106
770;Service de sécurité incendie Kazabazua; ;Chemin Jondee;Alleyn-et-Cawood;J0X1P0;0;-76.1586270467418;45.9246514086644
771;Service de sécurité incendie Lac-Sainte-Marie; ;Chemin de Lac-Sainte-Marie;Lac-Sainte-Marie;J0X1Z0;0;-75.9455199374109;45.9495333098337
772;Service de sécurité incendie Gracefield; ;Route 105;Gracefield;J0X1W0;0;-76.060354374156;46.0818197026328
773;Service de sécurité incendie Gracefield; ;Chemin du Poisson-Blanc;Gracefield;J0X1W0;0;-75.9123178440649;46.0684916074101
774;Service de sécurité incendie Cayamant; ;Chemin Lachapelle;Cayamant;J0X1Y0;0;-76.2450626330981;46.1355605403061
775;Service de sécurité incendie Blue Sea; ;Chemin du Centre;Blue Sea;J0X1C0;0;-76.0596743255803;46.1820101693368
776;Service de sécurité incendie Bouchette; ;Rue du Pont;Bouchette;J0X1E0;0;-75.9523122783761;46.2043908273839
777;Service de sécurité incendie Sainte-Thérèse-de-la-Gatineau; ;Chemin Principal;Sainte-Thérèse-de-la-Gatineau;J0X2X0;0;-75.8665889789264;46.2959346584766
778;Service de sécurité incendie Messines; ;Rue Principale;Messines;J0X2J0;0;-76.0221287992922;46.2398766632482
779;Service de sécurité incendie Maniwaki; ;Rue Principale Sud;Maniwaki;J9E1Z9;0;-75.9821002153369;46.3740515467644
780;Service de sécurité incendie Déléage; ;Rue de l'Aqueduc Nord;Déléage;J9E3A1;0;-75.9633206655176;46.3862437519394
781;Service de sécurité incendie Montcerf-Lytton; ;Rue Principale Nord;Montcerf-Lytton;J0W1N0;0;-76.0426994826805;46.5392222484504
782;Service de sécurité incendie Aumond; ;Route Principale;Aumond;J0W1W0;0;-75.8845009710703;46.4703696564849
783;Service de sécurité incendie Grand-Remous; ;Route Transcanadienne;Grand-Remous;J0W1E0;0;-75.9021884236815;46.6073605753332
784;Service de sécurité incendie Bristol; ;Chemin Wharf;Bristol;J0X1G0;0;-76.4255603112032;45.5234557033871
785;Service de sécurité incendie Bristol; ;Chemin Eleventh Line;Bristol;J0X1G0;0;-76.3634498136334;45.649445368203
786;Service de sécurité incendie Shawville/Clarendon; ;Rue Centre;Shawville;J0X2Y0;0;-76.4904771636731;45.6045844432911
787;Service de sécurité incendie Campbell's Bay; ;Rue Leslie;Campbell's Bay;J0X1K0;0;-76.5987569787842;45.7328618033872
788;Service de sécurité incendie Campbell's Bay; ;Route 148;Campbell's Bay;J0X1K0;0;-76.592865265419;45.7310938831456
789;Service de sécurité incendie Thorne; ;Route 366;Thorne;J0X2A0;0;-76.3859223605211;45.7612723949147
790;Service de sécurité incendie Otter Lake; ;Avenue Palmer;Otter Lake;J0X2P0;0;-76.4330413386677;45.8522503184878
791;Service de sécurité incendie Fort-Coulonge; ;Rue Baume;Fort-Coulonge;J0X1V0;0;-76.7386272835006;45.8408677973075
792;Service de sécurité incendie Mansfield-et-Pontefract; ;Rue Principale;Mansfield-et-Pontefract;J0X1R0;0;-76.7388810484469;45.8613811661529
793;Service de sécurité incendie Waltham; ;Rue de l'Hôtel-de-Ville;Waltham;J0X3H0;0;-76.9123561444685;45.9100452360367
794;Service de securité incendie Témiscaming; ;Chemin Kipawa;Témiscaming;J0Z3R0;0;-79.0971545675967;46.7202320034886
795;Service de securité incendie Laverlochère-Angliers; ;Rue de la Baie-Miller;Laverlochère-Angliers;J0Z1A0;0;-79.2400275538988;47.546514837436
796;Service de securité incendie Laverlochère-Angliers; ;Rue Saint-Isidore Ouest;Laverlochère-Angliers;J0Z2P0;0;-79.3093836340501;47.4261119789552
797;Service de securité incendie Fugèreville; ;Rue Bordeleau;Fugèreville;J0Z2A0;0;-79.1984468456356;47.3965454742038
798;Service de securité incendie Fugèreville; ;Rue Principale Ouest;Latulipe-et-Gaboury;J0Z2N0;0;-79.0335714584925;47.426919755508
799;Service de sécurité incendie Saint-Eugène-de-Guigues; ;Rue Notre-Dame Ouest;Saint-Eugène-de-Guigues;J0Z3L0;0;-79.3529431073962;47.5116156220065
800;Service de sécurité incendie Notre-Dame-du-Nord; ;Rue Principale Nord;Notre-Dame-du-Nord;J0Z3B0;0;-79.4821669984762;47.5983377754805
801;Service de securité incendie Nédélec; ;Rue Principale;Nédélec;J0Z2Z0;0;-79.4256236044647;47.6901685909111
802;Service de securité incendie Rémigny; ;Rue du Parc Ouest;Rémigny;J0Z3H0;0;-79.2120707011083;47.7630598138714
803;Service de securité incendie Rouyn-Noranda; ;Avenue Murdoch;Rouyn-Noranda;J9X1E8;0;-79.0195178075367;48.2474513210245
804;Service de securité incendie Rouyn-Noranda; ;Rang des Cyprès;Rouyn-Noranda;J9Y1N7;0;-79.1528422669244;48.1131010506385
805;Service de securité incendie Rouyn-Noranda; ;Avenue Payeur;Rouyn-Noranda;J0Z1Y0;0;-79.1277441365733;48.2421227457749
806;Service de securité incendie Rouyn-Noranda; ;Rue d'Arntfield;Rouyn-Noranda;J0Z1B0;0;-79.2555732805384;48.1982765626582
807;Service de securité incendie Rouyn-Noranda; ;Boulevard Rideau;Rouyn-Noranda;J0Z2X0;0;-79.2596718397026;48.0463027644179
808;Service de securité incendie Rouyn-Noranda; ;Rang de Sainte-Agnès;Rouyn-Noranda;J0Z1K0;0;-78.9382108008585;48.0982433158641
809;Service de securité incendie Rouyn-Noranda; ;Rue de McWatters;Rouyn-Noranda;J9Y0H2;0;-78.9159729174102;48.2129887021375
810;Service de securité incendie Rouyn-Noranda; ;Rue Dumont Est;Rouyn-Noranda;J0Y1C0;0;-78.3803622887586;48.221761932917
811;Service de securité incendie Rouyn-Noranda; ;Route d'Aiguebelle;Rouyn-Noranda;J0Z2Y0;0;-78.713812503967;48.3668158177487
812;Service de securité incendie Rouyn-Noranda; ;Rue du Souvenir;Rouyn-Noranda;J0Z1P0;0;-78.8675261528696;48.3655834205201
813;Service de sécurité incendie Duparquet; ;Rue Duparquet;Duparquet;J0Z1W0;0;-79.2222526419641;48.505003748581
814;Service de securité incendie Roquemaure; ;Rue Principale Est;Roquemaure;J0Z3K0;0;-79.4042153211585;48.604148216634
815;Service de securité incendie Gallichan; ;Chemin de la Rivière Ouest;Gallichan;J0Z2B0;0;-79.2994499407832;48.6032018680172
816;Service de sécurité incendie Palmarolle; ;3e Avenue Est;Palmarolle;J0Z3C0;0;-79.1988257725894;48.6632226104484
817;Service de securité incendie Sainte-Germaine-Boulé; ;Rue Monseigneur-Rhéaume;Sainte-Germaine-Boulé;J0Z1M0;0;-79.1149566291113;48.5997030757048
818;Service de sécurité incendie Poularies; ;Rue Monseigneur-Lévesque;Poularies;J0Z3E0;0;-78.9843162340504;48.6638917111422
819;Service de securité incendie Taschereau; ;Rue Principale;Taschereau;J0Z3N0;0;-78.6810273295541;48.6618633003602
820;Service de securité incendie Sainte-Hélène-de-Mancebourg; ;Route du 3e-au-4e-Rang;Sainte-Hélène-de-Mancebourg;J0Z2T0;0;-79.2984992625484;48.7502187006087
821;Service de sécurité incendie Dupuy; ;Avenue du Chemin-de-Fer;Dupuy;J0Z1X0;0;-79.357463514926;48.8289025743246
822;Service de securité incendie La Sarre; ;3e Avenue Est;La Sarre;J9Z1H5;0;-79.2042666398067;48.8072512878298
823;Service de sécurité incendie Normétal; ;Rue Commerciale;Normétal;J0Z3A0;0;-79.3654060703176;48.995816195045
824;Service de securité incendie Barraute; ;6e Avenue Nord;Champneuf;J0Y1E0;0;-77.4992636083716;48.588901123848
825;Service de securité incendie Barraute; ;8e Avenue;Barraute;J0Y1A0;0;-77.6360113467284;48.4385449320073
826;Service de sécurité incendie La Corne; ;Route 111;La Corne;J0Y1R0;0;-77.9953653120957;48.3547313773671
827;Service de securité incendie Landrienne; ;Avenue Principale Est;Landrienne;J0Y1V0;0;-77.9492268737202;48.5470685205088
828;Service de sécurité incendie Saint-Marc-de-Figuery; ;Rue de la Caserne;Saint-Marc-de-Figuery;J0Y1J0;0;-78.0450976117027;48.4720517047185
829;Service de securité incendie Amos; ;15e Avenue Est;Amos;J9T2G1;0;-78.1129671267737;48.5645972851083
830;Service de securité incendie Preissac; ;Avenue du Lac;Preissac;J0Y2E0;0;-78.449731577561;48.2839036624866
831;Service de securité incendie Preissac; ;Rue des Rapides;Preissac;J0Y2E0;0;-78.3663661568914;48.4076876657056
832;Service de securité incendie Val-d'Or; ;Route des Campagnards;Val-d'Or;J9P0C2;0;-77.6547360199593;48.1861259700871
833;Service de securité incendie Val-d'Or; ;Chemin de Val-du-Repos;Val-d'Or;J9P0C3;0;-77.7371701602397;48.1566971347315
834;Service de securité incendie Val-d'Or; ;Chemin Sullivan;Val-d'Or;J9P4G7;0;-77.8087424811731;48.1046499277135
835;Service de sécurité incendie Rivière-Héva; ;Route Saint-Paul Nord;Rivière-Héva;J0Y2H0;0;-78.2165329016226;48.2378185725759
836;Service de securité incendie Malartic; ;Rue de l'Harricana;Malartic;J0Y1Z0;0;-78.1173451532768;48.1391863426916
837;Service de securité incendie Senneterre; ;10e Avenue;Senneterre;J0Y2M0;0;-77.2411026991599;48.3902381739688
838;Service de securité incendie La Tuque; ;Rue Principale;Lac-Édouard;G0X3N0;0;-72.2786590855414;47.6616998621041
839;Service de securité incendie La Tuque; ;Rue de l'Hôtel-de-Ville;La Tuque;G0X3P0;0;-74.6128863399018;47.9200689900777
840;Service de securité incendie La Tuque; ;Boulevard Ducharme;La Tuque;G9X3C4;0;-72.7845081493313;47.421612875943
841;Service de securité incendie La Tuque; ;Rue Jeannine;La Tuque;G0X1R0;0;-72.7424477274988;47.5852581302715
842;Service de securité incendie Saint-Félicien; ;Rue Principale;Saint-Prime;G8J1T2;0;-72.336264871181;48.5929312102009
843;Service de securité incendie Saint-Félicien; ;Rue Boutin;Saint-Félicien;G8K3E1;0;-72.4134468675467;48.7283694414812
844;Service de securité incendie Saint-Félicien; ;Boulevard Saint-Félicien;Saint-Félicien;G8K3H5;0;-72.4613974280476;48.6538981077631
845;Service de securité incendie Saint-Félicien; ;Rue des Peupliers;La Doré;G8J1E8;0;-72.6493310434148;48.7138936325422
846;Service de securité incendie Alma; ;Rue Notre-Dame Ouest;Alma;G8B2K1;0;-71.648901855993;48.5387546606713
847;Service de securité incendie Alma; ;Rue des Pluviers;Alma;G8E2H8;0;-71.6982784018894;48.6318531521102
848;Service de securité incendie Saguenay; ;Boulevard de l'Université Est;Saguenay;G7H2M2;0;-71.0568460206276;48.4175694229226
849;Service de securité incendie Saguenay; ;Boulevard Mellon;Saguenay;N.D.;0;-71.1831122354154;48.4133995854437
850;Service de securité incendie Saguenay; ;Boulevard de la Grande-Baie Sud;Saguenay;G7B2C9;0;-70.8807582325815;48.3311338604634
851;Service de securité incendie Saguenay; ;Rue Saint-Dominique;Saguenay;G7X7W7;0;-71.2545878741636;48.4134132445964
852;Service de securité incendie Saguenay; ;Boulevard Sainte-Geneviève;Saguenay;G7G2E6;0;-71.0767428153271;48.4443706016825
853;Régie intermunicipale de sécurité incendie du Fjord (R4128);35;Rue du Quai;Petit-Saguenay;G0V1N0;0;-70.0774894380229;48.2160615907751
854;Régie intermunicipale de sécurité incendie du Fjord (R4128);333;Rue Principale;Rivière-Éternité;G0V1P0;0;-70.4302057564634;48.2574162017167
855;Régie intermunicipale de sécurité incendie du Fjord (R4128);92;Rue Saint-Jean-Baptiste;L'Anse-Saint-Jean;G0V1J0;0;-70.2281516525847;48.2099442353964
856;Régie intermunicipale de sécurité incendie du Fjord (R4128);445;Route 381;Ferland-et-Boilleau;G0V1H0;0;-70.844061804662;48.1833234673608
857;Régie intermunicipale de sécurité incendie du Fjord (R4128);455;Rue Principale;Saint-Félix-d'Otis;G0V1M0;0;-70.6245829672438;48.2724979049306
858;Service de securité incendie Saint-Fulgence;126;Rue de la Descente-des-Femmes;Sainte-Rose-du-Nord;G0V1T0;0;-70.5849525707844;48.3883414439743
859;Service de securité incendie Saint-Fulgence;384;Route de Tadoussac;Saint-Fulgence;G0V1S0;0;-70.9382210743217;48.4541547565416
860;Service de securité incendie Saint-Honoré;3611;Boulevard Martel;Saint-Honoré;G0V1L0;0;-71.0863215664998;48.5346013407949
861;Service de securité incendie Saint-David-de-Falardeau; ;Boulevard Saint-David;Saint-David-de-Falardeau;G0V1C0;0;-71.1110427688956;48.6206318378936
862;Service de securité incendie Bégin;126;Rue Brassard;Bégin;G0V1B0;0;-71.3600628839261;48.675725772742
863;Service de securité incendie Saint-Ambroise;330;Rue Gagnon;Saint-Ambroise;G7P2P9;0;-71.3215824606072;48.5538440836609
864;Service de securité incendie Saint-Charles-de-Bourget;357;2e Rang;Saint-Charles-de-Bourget;G0V1G0;0;-71.3977097640326;48.517610596696
865;Service de securité incendie Larouche;709;Rue Gauthier;Larouche;G0W1Z0;0;-71.5252220920138;48.4492004176699
866;Service de securité incendie Tadoussac; ;Rue du Bateau-Passeur;Tadoussac;G0T2A0;0;-69.7146737964679;48.1491857147649
867;Service de securité incendie Tadoussac; ;Route de la Grande-Alliance;Baie-Sainte-Catherine;G0T1A0;0;-69.7265305253534;48.0870028950797
868;Service de securité incendie Sacré-Coeur; ;Rue Gagné;Sacré-Coeur;G0T1Y0;0;-69.7943252940375;48.2299787186457
869;Service de securité incendie Forestville;1;2e Avenue;Forestville;G0T1E0;0;-69.0769896164483;48.7382226259915
870;Service de securité incendie Forestville; ;Rue de la Mer;Les Bergeronnes;G0T1G0;0;-69.5443610490381;48.2426470861361
871;Service de securité incendie Forestville; ;Rue Principale;Longue-Rive;G0T1Z0;0;-69.2382526890274;48.5643417395435
872;Service de securité incendie Forestville; ;Rue Principale;Longue-Rive;G0T1Z0;0;-69.2589350460944;48.5377576961995
873;Service de securité incendie Forestville; ;Rue Sirois;Colombier;G0H1P0;0;-68.8521346388026;48.8640435285659
874;Service de securité incendie Forestville; ;Route 138;Colombier;G0H1P0;0;-69.0043300761212;48.8132487202008
875;Service de securité incendie Forestville; ;Rue Principale;Portneuf-sur-Mer;G0T1P0;0;-69.1015138169419;48.6179119154393
876;Service de securité incendie Forestville; ;Rue de la Rivière;Les Escoumins;G0T1K0;0;-69.407307038579;48.3477643702891
877;Service de securité incendie Baie-Trinité; ;Route 138;Baie-Trinité;G0H1A0;0;-67.3006074771157;49.4224328456515
878;Service de securité incendie Baie-Comeau; ;Boulevard Blanche;Baie-Comeau;G5C2X2;0;-68.2615030812938;49.198499706966
879;Service de securité incendie Baie-Comeau; ;Avenue Marquette;Baie-Comeau;G4Z1K5;0;-68.1491044772027;49.2207685731884
880;Service de securité incendie Pointe-Lebel;365;Rue Granier;Pointe-Lebel;G0H1N0;0;-68.250358297946;49.1614981590789
881;Service de securité incendie Pointe-aux-Outardes; ;Chemin Principal;Pointe-aux-Outardes;G0H1M0;0;-68.4013856132397;49.0798832716327
882;Service de securité incendie Chute-aux-Outardes; ;Rue du Parc;Chute-aux-Outardes;G0H1C0;0;-68.3885617638708;49.1238204486037
883;Service de securité incendie Ragueneau; ;Route 138;Ragueneau;G0H1S0;0;-68.4640854750572;49.0739462003132
884;Service de securité incendie Sept-Îles; ;Rue du Père-Divet;Sept-Îles;G4R5M8;0;-66.3745972299762;50.2143986701572
885;Service de securité incendie Port-Cartier; ;Route 138;Port-Cartier;G5B2J2;0;-66.8937177817638;50.0262150727369
886;Service de securité incendie Fermont; ;Le Carrefour;Fermont;G0G1J0;0;-67.0898867217056;52.799914286657
887;Service de securité incendie Schefferville;505;Rue Fleming;Schefferville;G0G2T0;0;-66.8211306798689;54.800360978168
888;Service de securité incendie Blanc-Sablon;1054;Boulevard Docteur-Camille-Marcoux;Blanc-Sablon;G0G1W0;0;-57.2049415492254;51.4143761172468
889;Service de securité incendie L'Île-d'Anticosti;25;Chemin des Forestiers;L'Île-d'Anticosti;G0G2Y0;0;-64.3480959123785;49.8190006776714
890;Service de securité incendie Havre-Saint-Pierre; ;Rue de la Dulcinée;Havre-Saint-Pierre;G0G1P0;0;-63.6010664372574;50.2436346436043
891;Service de securité incendie Longue-Pointe-de-Mingan; ;Chemin de l'Aéroport;Longue-Pointe-de-Mingan;G0G1V0;0;-64.1433296012221;50.2695682902899
892;Service de sécurité incendie Lebel-sur-Quévillon; ;Place Quévillon;Lebel-sur-Quévillon;J0Y1X0;0;-76.9760267780954;49.0524799673477
893;Service de securité incendie Matagami; ;Rue Nottaway;Matagami;J0Y2A0;0;-77.62378250142;49.7625575241009
894;Service de securité incendie Chapais; ;1re Avenue;Chapais;G0W1H0;0;-74.859524298643;49.7837440194456
895;Service de securité incendie Chibougamau; ;5e Rue;Chibougamau;G8P1T8;0;-74.3687136351585;49.9121164801143
896;Service de securité incendie Baie-James (Radisson); ;Avenue Jolliet;Gouvernement régional d'Eeyou Istchee Baie-James;J0Y2X0;0;-77.6224616300806;53.7949972023777
897;SSI Kuujjuarapik;54;Avenue Sikkitaq;Kuujjuarapik;J0M1G0;0;-77.7634973831092;55.2796343673915
898;SSI Umiujaq;1;Umiujaq;Umiujaq;J0M1Y0;0;-76.5449728355421;56.5513416335075
899;SSI Inukjuak;1;Inukjuak;Inukjuak;J0M1M0;0;-78.1082498370623;58.4523134140068
900;SSI Kangiqsualujjuaq;5;Kangiqsualujjuaq;Kangiqsualujjuaq;J0M1N0;0;-65.9501210854173;58.6962648877026
901;SSI Kuujjuaq;758;Northern Lane;Kuujjuaq;J0M1C0;0;-68.4645377189806;58.0830528869801
902;SSI Tasiujaq;1;Tasiujaq;Tasiujaq;J0M1T0;0;-69.9286620643475;58.6957774575982
903;SSI Aupaluk;101;Aupaluk;Aupaluk;J0M1X0;0;-69.6019005033016;59.3021333704691
904;SSI Kangirsuk;9;Nasaq Street;Kangirsuk;J0M1A0;0;-70.0155933765736;60.0200461410811
905;SSI Quaqtaq;1;Quaqtaq;Quaqtaq;J0M1J0;0;-69.6289816380436;61.0465872442211
906;SSI Puvirnituq;1;Rue A;Kuujjuarapik;J0M1G0;0;-77.2762157972568;60.0394668632051
907;SSI Akulivik;1;Akulivik;Akulivik;J0M1V0;0;-78.1899025865134;60.8093389233989
908;SSI Kangiqsujuaq;9;Nasaq Street;Kangirsuk;J0M1A0;0;-71.9523803292549;61.599296406258
909;SSI Salluit;2;Salluit;Salluit;J0M1S0;0;-75.6445018144894;62.2011448074311
910;SSI Ivujivik;3;Ivujivik;Ivujivik;J0M1H0;0;-77.9143060152025;62.4149282027543
911;Régie intermunicipale de sécurité incendie de Bulstrode; ;Rue des Bouleaux;Sainte-Eulalie;G0Z1E0;0;-72.2537797373009;46.1145735596338
912;Régie intermunicipale d'incendie de la Vallée du Saint-Maurice;222;Chemin Saint-Joseph;Trois-Rives;G0X2C0;0;-72.7016692160714;46.9163945541441
913;Régie intermunicipale d'incendie de la Vallée du Saint-Maurice;1210;Route Ducharme;Saint-Roch-de-Mékinac;G0X2E0;0;-72.7677978431816;46.8106845415397
914;Régie intermunicipale d'incendie de la Vallée du Saint-Maurice;620;5e Avenue;Grandes-Piles;G0X1H0;0;-72.7249682780383;46.6871004562288
915;Régie intermunicipale en protection incendie du Kamouraska Ouest;38;Rue Notre-Dame;Mont-Carmel;G0L1W0;0;-69.8597339847673;47.4394059158467
916;Régie intermunicipale en protection incendie du Kamouraska Ouest;27;Rue Saint-Louis;Saint-Pacôme;G0L3X0;0;-69.9457914295704;47.4092684440424
917;Régie intermunicipale en protection incendie du Kamouraska Ouest;149;Chemin du Haut-de-la-Rivière;Rivière-Ouelle;G0L2C0;0;-69.9872933882701;47.4410522070435
918;Service d'incendie de la MRC de L'Érable; ;Rue Principale;Saint-Ferdinand;G0N1N0;0;-71.5698446119412;46.1059001430928
919;Service d'incendie de la MRC de L'Érable; ;Route 165 Sud;Plessisville;G6L2Y2;0;-71.7522196550554;46.2054678317716
920;Service d'incendie de la MRC de L'Érable; ;Rue Gosford;Inverness;G0S1K0;0;-71.523004782029;46.2594496674779
921;Service d'incendie de la MRC de L'Érable; ;Rue Charest;Lyster;G0S1V0;0;-71.6096908060744;46.372704044763
922;Service d'incendie de la MRC de L'Érable; ;Rue Grenier;Laurierville;G0S1P0;0;-71.6570047269003;46.2963490750962
923;Service d'incendie de la MRC de L'Érable; ;Ancienne Route de l'Église;Notre-Dame-de-Lourdes;G0S1T0;0;-71.8196826387404;46.3308659734181
924;Service d'incendie de la MRC de L'Érable; ;Route 265;Villeroy;G0S3K0;0;-71.8682087171428;46.382630640876
925;Régie intermunicipale de prévention et de protection incendie Memphrémagog Est;2;Chemin de North Derby;Stanstead;J0B3E4;0;-72.1556571065461;45.0103558855846
926;Régie intermunicipale de prévention et de protection incendie Memphrémagog Est;312;Chemin Channel;Stanstead;J0B1T0;0;-72.2367746023784;45.1325588427758
927;Régie intermunicipale de prévention et de protection incendie Memphrémagog Est; ;Rue Westmount;Ayer's Cliff;J0B1C0;0;-72.0399443189138;45.1735929937688
928;Régie intermunicipale de prévention et de protection incendie Memphrémagog Est; ;Rue Dufferin;Stanstead;J0B3E2;0;-72.0974486836135;45.0106385081648
929;Régie intermunicipale de prévention et de protection incendie Memphrémagog Est; ;Chemin Sheldon;Stanstead;J1X3W4;0;-72.1786137771567;45.1167229289189
930;Régie intermunicipale de prévention et de protection incendie Memphrémagog Est; ;Rue Main;Ayer's Cliff;J0B1C0;0;-72.0435782335344;45.1693924303029
931;Régie intermunicipale de prévention et de protection incendie Memphrémagog Est; ;Chemin Capelton;North Hatley;J0B2C0;0;-71.9721605016735;45.280141037354
932;Service de sécurité incendie Saint-Zotique; ;69e Avenue;Saint-Zotique;J0P1Z0;0;-74.284183997526;45.2314465935276
933;Régie intermunicipale de protection contre l'incendie de Roxton Falls; ;Rue Notre-Dame;Roxton Falls;J0H1E0;0;-72.5247240035982;45.5719301986146
934;Service de sécurité incendie KamEst;553;Route 289;Saint-Alexandre-de-Kamouraska;G0L2G0;0;-69.6099812367905;47.6727761644243
