"PÉRIODE DE RÉFÉRENCE";"GÉO";"DGUID";"Groupe d'âge";"Sexe";"Indicateurs";"Caractéristiques";"UNITÉ DE MESURE";"IDENTIFICATEUR D'UNITÉ DE MESURE";"FACTEUR SCALAIRE";"IDENTIFICATEUR SCALAIRE";"VECTEUR";"COORDONNÉES";"VALEUR";"STATUS";"SYMBOLE";"TERMINÉ";"DÉCIMALES"
"2018";"Nouveau-Brunswick";"2016A000213";"18 à 34 ans";"Hommes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066359444";"5.3.2.2.3";"16800";"E";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"18 à 34 ans";"Hommes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066359445";"5.3.2.2.4";"15.8";"E";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"18 à 34 ans";"Hommes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066359446";"5.3.2.2.5";"9.3";"E";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"18 à 34 ans";"Hommes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066359447";"5.3.2.2.6";"25.7";"E";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"18 à 34 ans";"Hommes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Statistiquement différent du taux du Canada (sauf les territoires)";"Nombre";"223";"unités";"0";"v1066359448";"5.3.2.2.7";"0";"E";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"18 à 34 ans";"Hommes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066359449";"5.3.2.3.1";"6100";"E";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"18 à 34 ans";"Hommes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066359450";"5.3.2.3.2";"3000";"E";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"18 à 34 ans";"Hommes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066359451";"5.3.2.3.3";"10100";"E";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"18 à 34 ans";"Hommes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066359452";"5.3.2.3.4";"9.2";"E";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"18 à 34 ans";"Hommes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066359453";"5.3.2.3.5";"5.0";"E";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"18 à 34 ans";"Hommes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066359454";"5.3.2.3.6";"16.3";"E";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"18 à 34 ans";"Hommes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Statistiquement différent du taux du Canada (sauf les territoires)";"Nombre";"223";"unités";"0";"v1066359455";"5.3.2.3.7";"0";"E";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"18 à 34 ans";"Hommes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066359456";"5.3.2.4.1";"";"F";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"18 à 34 ans";"Hommes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066359457";"5.3.2.4.2";"";"F";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"18 à 34 ans";"Hommes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066359458";"5.3.2.4.3";"";"F";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"18 à 34 ans";"Hommes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066359459";"5.3.2.4.4";"";"F";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"18 à 34 ans";"Hommes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066359460";"5.3.2.4.5";"";"F";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"18 à 34 ans";"Hommes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066359461";"5.3.2.4.6";"";"F";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"18 à 34 ans";"Hommes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Statistiquement différent du taux du Canada (sauf les territoires)";"Nombre";"223";"unités";"0";"v1066359462";"5.3.2.4.7";"";"F";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"18 à 34 ans";"Hommes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066359463";"5.3.2.5.1";"5200";"E";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"18 à 34 ans";"Hommes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066359464";"5.3.2.5.2";"2000";"E";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"18 à 34 ans";"Hommes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066359465";"5.3.2.5.3";"9000";"E";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"18 à 34 ans";"Hommes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066359466";"5.3.2.5.4";"7.8";"E";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"18 à 34 ans";"Hommes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066359467";"5.3.2.5.5";"4.0";"E";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"18 à 34 ans";"Hommes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066359468";"5.3.2.5.6";"14.8";"E";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"18 à 34 ans";"Hommes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Statistiquement différent du taux du Canada (sauf les territoires)";"Nombre";"223";"unités";"0";"v1066359469";"5.3.2.5.7";"0";"E";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"18 à 34 ans";"Femmes";"Besoin perçu de soin de santé mentale, aucun besoin";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066359470";"5.3.3.1.1";"46300";"";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"18 à 34 ans";"Femmes";"Besoin perçu de soin de santé mentale, aucun besoin";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066359471";"5.3.3.1.2";"39500";"";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"18 à 34 ans";"Femmes";"Besoin perçu de soin de santé mentale, aucun besoin";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066359472";"5.3.3.1.3";"52100";"";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"18 à 34 ans";"Femmes";"Besoin perçu de soin de santé mentale, aucun besoin";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066359473";"5.3.3.1.4";"69.8";"";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"18 à 34 ans";"Femmes";"Besoin perçu de soin de santé mentale, aucun besoin";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066359474";"5.3.3.1.5";"60.1";"";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"18 à 34 ans";"Femmes";"Besoin perçu de soin de santé mentale, aucun besoin";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066359475";"5.3.3.1.6";"78.0";"";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"18 à 34 ans";"Femmes";"Besoin perçu de soin de santé mentale, aucun besoin";"Statistiquement différent du taux du Canada (sauf les territoires)";"Nombre";"223";"unités";"0";"v1066359476";"5.3.3.1.7";"0";"";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"18 à 34 ans";"Femmes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066359477";"5.3.3.2.1";"11900";"E";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"18 à 34 ans";"Femmes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066359478";"5.3.3.2.2";"7200";"E";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"18 à 34 ans";"Femmes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066359479";"5.3.3.2.3";"16700";"E";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"18 à 34 ans";"Femmes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066359480";"5.3.3.2.4";"17.9";"E";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"18 à 34 ans";"Femmes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066359481";"5.3.3.2.5";"11.9";"E";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"18 à 34 ans";"Femmes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066359482";"5.3.3.2.6";"26.1";"E";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"18 à 34 ans";"Femmes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Statistiquement différent du taux du Canada (sauf les territoires)";"Nombre";"223";"unités";"0";"v1066359483";"5.3.3.2.7";"0";"E";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"18 à 34 ans";"Femmes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066359484";"5.3.3.3.1";"8100";"E";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"18 à 34 ans";"Femmes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066359485";"5.3.3.3.2";"4000";"E";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"18 à 34 ans";"Femmes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066359486";"5.3.3.3.3";"12800";"E";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"18 à 34 ans";"Femmes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066359487";"5.3.3.3.4";"12.3";"E";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"18 à 34 ans";"Femmes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066359488";"5.3.3.3.5";"7.0";"E";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"18 à 34 ans";"Femmes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066359489";"5.3.3.3.6";"20.7";"E";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"18 à 34 ans";"Femmes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Statistiquement différent du taux du Canada (sauf les territoires)";"Nombre";"223";"unités";"0";"v1066359490";"5.3.3.3.7";"0";"E";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"18 à 34 ans";"Femmes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066359491";"5.3.3.4.1";"6300";"E";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"18 à 34 ans";"Femmes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066359492";"5.3.3.4.2";"2400";"E";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"18 à 34 ans";"Femmes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066359493";"5.3.3.4.3";"10400";"E";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"18 à 34 ans";"Femmes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066359494";"5.3.3.4.4";"9.4";"E";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"18 à 34 ans";"Femmes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066359495";"5.3.3.4.5";"4.9";"E";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"18 à 34 ans";"Femmes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066359496";"5.3.3.4.6";"17.3";"E";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"18 à 34 ans";"Femmes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Statistiquement différent du taux du Canada (sauf les territoires)";"Nombre";"223";"unités";"0";"v1066359497";"5.3.3.4.7";"0";"E";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"18 à 34 ans";"Femmes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066359498";"5.3.3.5.1";"";"F";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"18 à 34 ans";"Femmes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066359499";"5.3.3.5.2";"";"F";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"18 à 34 ans";"Femmes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066359500";"5.3.3.5.3";"";"F";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"18 à 34 ans";"Femmes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066359501";"5.3.3.5.4";"";"F";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"18 à 34 ans";"Femmes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066359502";"5.3.3.5.5";"";"F";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"18 à 34 ans";"Femmes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066359503";"5.3.3.5.6";"";"F";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"18 à 34 ans";"Femmes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Statistiquement différent du taux du Canada (sauf les territoires)";"Nombre";"223";"unités";"0";"v1066359504";"5.3.3.5.7";"";"F";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, aucun besoin";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066359505";"5.4.1.1.1";"110800";"";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, aucun besoin";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066359506";"5.4.1.1.2";"101600";"";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, aucun besoin";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066359507";"5.4.1.1.3";"118500";"";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, aucun besoin";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066359508";"5.4.1.1.4";"80.1";"";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, aucun besoin";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066359509";"5.4.1.1.5";"73.7";"";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, aucun besoin";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066359510";"5.4.1.1.6";"85.2";"";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, aucun besoin";"Statistiquement différent du taux du Canada (sauf les territoires)";"Nombre";"223";"unités";"0";"v1066359511";"5.4.1.1.7";"0";"";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066359512";"5.4.1.2.1";"17800";"E";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066359513";"5.4.1.2.2";"11500";"E";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066359514";"5.4.1.2.3";"25200";"E";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066359515";"5.4.1.2.4";"12.9";"E";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066359516";"5.4.1.2.5";"8.7";"E";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066359517";"5.4.1.2.6";"18.7";"E";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Statistiquement différent du taux du Canada (sauf les territoires)";"Nombre";"223";"unités";"0";"v1066359518";"5.4.1.2.7";"0";"E";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066359519";"5.4.1.3.1";"9700";"E";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066359520";"5.4.1.3.2";"5300";"E";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066359521";"5.4.1.3.3";"15400";"E";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066359522";"5.4.1.3.4";"7.0";"E";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066359523";"5.4.1.3.5";"4.1";"E";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066359524";"5.4.1.3.6";"11.8";"E";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Statistiquement différent du taux du Canada (sauf les territoires)";"Nombre";"223";"unités";"0";"v1066359525";"5.4.1.3.7";"0";"E";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Les deux sexes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066359526";"5.4.1.4.1";"";"F";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Les deux sexes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066359527";"5.4.1.4.2";"";"F";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Les deux sexes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066359528";"5.4.1.4.3";"";"F";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Les deux sexes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066359529";"5.4.1.4.4";"";"F";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Les deux sexes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066359530";"5.4.1.4.5";"";"F";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Les deux sexes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066359531";"5.4.1.4.6";"";"F";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Les deux sexes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Statistiquement différent du taux du Canada (sauf les territoires)";"Nombre";"223";"unités";"0";"v1066359532";"5.4.1.4.7";"";"F";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066359533";"5.4.1.5.1";"";"F";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066359534";"5.4.1.5.2";"";"F";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066359535";"5.4.1.5.3";"";"F";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066359536";"5.4.1.5.4";"";"F";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066359537";"5.4.1.5.5";"";"F";"";"";"1"
